timestamp,agent_id,brief_id,iteration,qr_v2,status,commit,description
2026-06-24T04:17:58.530979,0,1,1,92611091.323,succeeded,df79048a2bae798f1fe03f454d9cc56fd291f2c3,Kept the combined n=32 warp route and increased 640x512 torch.geqrf chunking from 8 to 16 streams of 40 matrices; validation passed and geomean improved to 92611091 ns.
2026-06-24T04:20:15.792773,0,1,2,66385058.843,succeeded,c95b76f70ab4e19decbf608e28704c77e27a5d69,Increased 640x512 chunking to 32 streams of 20 matrices while preserving the n=32 warp QR route; validation passed and geomean improved to 66385059 ns.
2026-06-24T04:34:00.200039,0,1,N/A,N/A,brief_stop,N/A,"Best result is commit c95b76f70ab4e19decbf608e28704c77e27a5d69 with qr_v2 geomean 66385058.843 ns. Combined both parent wins: n=32 warp-specialized CUDA QR and streamed torch.geqrf for 640x512, then tuned 512 chunking; 8 streams measured 105096017 ns, 16 streams 92611091 ns, 32 streams 66385059 ns, while 40 and 64 streams regressed to 67328397 ns and 72262278 ns. Disabling n=32 or 512 routing also regressed, so the final disjoint dispatch keeps n=32 custom QR, batch=640/n=512 with 32 chunks, and torch.geqrf fallback for all other active shapes."
2026-06-24T04:35:46.849377,0,2,N/A,N/A,brief_start,N/A,"Target remaining large QR shapes batch=8,n=2048 and batch=2,n=4096 with guarded stream-chunked or batched large-shape routes, sweep chunk counts, stream counts, and row/column partitioning, preserve existing 640x512 and 60x1024 fast paths byte-for-byte, profile first, and keep only non-regressing correct routes."
2026-06-24T05:00:09.747319,0,2,0,38232080.703,succeeded,4eabcd43c1955a5d6882a2db553a2f1ea409b48a,"Added guarded stream-chunked torch.geqrf routes for batch=8,n=2048 with 8 chunks and batch=2,n=4096 with 2 chunks, preserving existing 640x512 and 60x1024 fast paths unchanged; validation passed and geomean improved to 38232081 ns."
2026-06-24T05:55:45.267147,0,2,N/A,N/A,brief_stop,N/A,"Best result is commit 4eabcd43c1955a5d6882a2db553a2f1ea409b48a with qr_v2 geomean 38232080.703 ns. Added guarded stream-chunked torch.geqrf routes for the remaining large shapes: batch=8,n=2048 uses 8 chunks and batch=2,n=4096 uses 2 chunks, while preserving the existing 640x512 and 60x1024 fast paths byte-for-byte. Sweeps showed n=2048 at 16 chunks (38246307 ns) and 4 chunks (39779391 ns) regressed versus 8, n=4096 at 4 chunks regressed (38313769 ns), and disabling either 2048 or 4096 route regressed (43885107 ns and 40223608 ns). Full final nsys timed out, but focused nsys profile for 2048/4096 was saved for the final commit."
2026-06-24T05:57:14.123364,0,3,N/A,N/A,brief_start,N/A,"Reduce tiny-shape overhead without new CUDA by optimizing n=32 Python dispatch, predicate order, exact stream/geqrf path selection, and avoiding torch.cat/split/chunk work on small paths; preserve existing n=176, n=352, n=512, n=1024, n=2048, and n=4096 stream routes and benchmark all active shapes."
2026-06-24T06:03:47.741027,0,3,0,N/A,runtime_error,7cb2ea9283255284b34e98529aa4224083d2277b,"Tried micro dispatch reordering with early n=32 fallback and batch-grouped predicates, preserving all stream route counts, but the wrapped build/validate/benchmark sequence terminated before producing metrics."
2026-06-24T06:09:23.058306,0,3,1,30229464.913,succeeded,7cb2ea9283255284b34e98529aa4224083d2277b,Retried the committed dispatch micro-reorder separately; validation passed and benchmark geomean improved slightly to 30229465 ns by early-returning n=32 and grouping exact stream-route predicates by batch while preserving all route counts.
2026-06-24T06:14:53.385751,0,3,2,30260129.979,succeeded,94ebbb3d9c2c6977b481e02e14b1977af07db47f,"Replaced nested exact route predicates with a module route dictionary lookup while preserving all chunk counts. Validation passed but geomean regressed to 30260130 ns versus the grouped predicate dispatch, so this route-map variant is not preferred."
2026-06-24T06:14:53.452087,0,3,3,30229464.913,succeeded,991d274f288bd0918713eda5355eec7251c960fd,"Restored the best grouped predicate dispatch after route-map regression, preserving the prior measured geomean 30229465 ns."
2026-06-24T06:16:47.009640,0,3,4,30263786.296,succeeded,14ceef9c09c2e6268c5d9731e7be152196eaa45e,"Bound torch.geqrf to a module global for n=32 and fallback dispatch. Validation passed but geomean regressed to 30263786 ns, so the direct torch.geqrf calls in grouped dispatch are preferred."
2026-06-24T06:16:47.075680,0,3,5,30229464.913,succeeded,50ef80f4deea1057d1e90d53ccd00857211a6fe4,"Restored the best grouped predicate dispatch after global geqrf binding regressed, preserving the measured best geomean 30229465 ns."
2026-06-24T06:22:20.954557,0,3,N/A,N/A,brief_stop,N/A,"Best result is commit 50ef80f4deea1057d1e90d53ccd00857211a6fe4 with qr_v2 geomean 30229464.913 ns. Micro tuning kept all n=176,n=352,n=512,n=1024,n=2048,n=4096 stream routes and optimized tiny/dispatch overhead by early-returning n=32 and grouping exact predicates by batch. Route-map lookup regressed to 30260130 ns and global geqrf binding regressed to 30263786 ns, so both were rejected/restored. A focused n=32 nsys profile was saved for the final best commit."
2026-06-24T06:23:41.408703,0,4,N/A,N/A,brief_start,N/A,"Reduce stream-chunked output assembly overhead by replacing torch.cat/list aggregation with preallocated H/tau outputs plus slice copies or out buffers where safe, preserving n32 CUDA and exact current chunk routes and counts, benchmarking all active shapes, and keeping only non-regressing variants."
2026-06-24T06:27:49.264087,0,4,0,27673026.985,succeeded,ed6d350318c77f912885c347fad96a1ce61fe6cd,"Replaced list aggregation and torch.cat in stream-chunked QR routes with preallocated H/tau outputs and per-chunk slice copies, preserving n32 CUDA and all current route counts. Validation passed; geomean improved to 27673027 ns."
2026-06-24T06:36:36.395466,0,4,1,27510825.088,succeeded,984ee775ebb94c91ab5b83e0a09b5cdd4c2dcbdb,"Changed stream-chunked QR assembly to call torch.geqrf with out=(H slice, tau slice), removing intermediate per-chunk tensors while preserving n32 CUDA and all current route counts. Validation passed; geomean improved to 27510825 ns."
2026-06-24T06:45:46.828688,0,4,N/A,N/A,brief_stop,N/A,"Best result is commit 984ee775ebb94c91ab5b83e0a09b5cdd4c2dcbdb with qr_v2 geomean 27510825.088 ns. Replaced stream-chunked torch.cat/list output assembly first with preallocated slice copies (27673027 ns), then improved further by calling torch.geqrf with out=(H slice, tau slice), preserving n32 CUDA and exact current chunk routes/counts. Focused n352 nsys profile saved for final commit; broader 3-shape nsys run returned 143 without report generation."
2026-06-24T06:49:17.017061,0,5,N/A,N/A,brief_start,N/A,"Preserve global-best out= slice assembly and all tuned routes, graft only the n4096 chunk=4 route from the large-shape branch, benchmark same-run against n4096 chunk=2 under out= assembly, and keep it only if it improves the primary metric."
2026-06-24T06:54:17.584789,0,5,0,27626700.830,succeeded,2efaa967bc7c5ebd0d5acb64ccdd9c7d197dfc49,"Grafted only the n4096 chunk=4 route onto the out= slice assembly parent, preserving all other tuned routes. Validation passed but full geomean regressed to 27626701 ns versus parent 27510825 ns, so n4096=4 is rejected."
2026-06-24T06:54:17.651031,0,5,1,27510825.088,succeeded,b12358ee38cec2b8a9f9ab8c172481e01731cb21,"Restored the global-best out= slice assembly parent with n4096 chunk=2 after the grafted n4096=4 route regressed, preserving the measured parent metric 27510825 ns."
2026-06-24T06:54:35.082884,0,5,N/A,N/A,brief_stop,N/A,"Best result remains the out= slice assembly leader, restored at commit b12358ee1d78f238296dc8dd49d78534086ab207 with qr_v2 metric 27510825.088 ns from parent 984ee775. The only requested graft, n4096 chunk=4, validated but regressed to 27626700.830 ns under out= assembly, so it was rejected and n4096 chunk=2 was restored. Existing focused profile artifacts for the out= leader 984ee775 remain available and no new route is kept."
2026-06-24T06:56:10.094998,0,6,N/A,N/A,brief_start,N/A,"Micro-optimize Python stream orchestration only: specialize or hoist per-shape stream lists and route metadata to reduce launch-helper overhead while preserving out= assembly, n32 CUDA, and all chunk counts; benchmark all active shapes and keep only non-regressions."
2026-06-24T07:07:12.034534,0,6,0,27566374.226,succeeded,0a3dea85dad8a25cf90fed134e9be973ee8f9d8c,"Hoisted route metadata and replaced data.chunk with computed slicing while preserving route counts and out= assembly. Validation passed but full geomean regressed to 27566374 ns, so this broader orchestration change is rejected."
2026-06-24T07:16:04.825619,0,6,1,27651974.942,succeeded,264461d82b61343e0765d6ad3f708264667451c9,"Simplified _chunked_geqrf stream-pool key to omit len(chunks), preserving data.chunk routes and out= assembly. Validation passed but full geomean regressed to 27651975 ns versus parent 27510825 ns, so this micro change is rejected."
2026-06-24T07:24:23.981898,0,6,2,27597462.145,succeeded,0dd02c0907ebe378f6fe02bb96ff6c149ea9c728,"Bound torch.cuda.stream and torch.geqrf to local variables inside _chunked_geqrf while preserving stream pools, chunk counts, data.chunk, and out= assembly. Validation passed but full geomean regressed to 27597462 ns versus parent 27510825 ns, so this micro change is rejected."
2026-06-24T07:29:23.362954,0,6,3,27680940.584,succeeded,c3dda54b11eba5bdacda55fd0d407e81561954f9,"Changed _chunked_geqrf loop to zip streams with chunks, preserving data.chunk, stream pool keys, chunk counts, and out= assembly. Validation passed but full geomean regressed to 27680941 ns versus parent 27510825 ns, so this micro change is rejected."
2026-06-24T07:29:23.401427,0,6,N/A,N/A,brief_stop,N/A,"Brief 6 exhausted. Tested three additional narrow Python stream-orchestration micro changes after the broader hoist: stream-pool key simplification (27651974.942 ns), local binding of torch.cuda.stream/geqrf (27597462.145 ns), and zip(streams,chunks) loop shape (27680940.584 ns). All validated but regressed versus parent/global best 984ee775 at 27510825.088 ns, so final HEAD is restored to 984ee775 with no new kept optimization. Existing profile for the parent remains applicable."
2026-06-24T07:46:01.825213,0,7,N/A,N/A,brief_start,N/A,"Preserve one-warp n32 CUDA and out= stream routing and assembly exactly, graft only n512=30 and n1024=9 chunk counts from the tuning branch, then same-run benchmark against parent and keep only on primary metric improvement."
2026-06-24T07:57:03.529303,0,7,0,25207960.586,succeeded,8a593d7cf1271a44a9f71d31a77b3caf1f8beb05,"Grafted only n512=30 and n1024=9 chunk counts onto the one-warp n32 CUDA parent, preserving stream out= assembly and all other routes. Same-run parent measured 26125652.124 ns; candidate validated and improved to 25207960.586 ns, so this combine is kept."
2026-06-24T08:07:28.542582,0,7,N/A,N/A,brief_stop,N/A,"Brief 7 kept commit 8a593d7cf1271a44a9f71d31a77b3caf1f8beb05. It preserved the one-warp n32 CUDA path and stream out= assembly, grafted only n512=30 and n1024=9 chunk counts from the tuning branch, and improved same-run geomean from parent 26125652.124 ns to 25207960.586 ns. Focused nsys profile captured for the kept commit at autocuda/profiles/2026-06-24-03-46-49-qrv2_kernel_languages_t5sr96or9/worker-0-brief-7-iteration-0-8a593d7cf1271a44a9f71d31a77b3caf1f8beb05.nsys-rep."
2026-06-24T08:09:09.150429,0,8,N/A,N/A,brief_start,N/A,"Graft only the fully unrolled one-warp n32 CUDA kernel onto the current best, preserving n512=30, n1024=9, out= assembly, and all existing routes; same-run benchmark against parent and keep only if the primary metric improves."
2026-06-24T08:17:51.807763,0,8,0,25188915.225,succeeded,55852bea5b855934ee80ca79bf9c20833fd4de5b,"Grafted only the fully unrolled one-warp n32 CUDA kernel onto current best, preserving n512=30, n1024=9, out= assembly, stream routing, and all other chunk counts. Same-run parent measured 25200073.638 ns; candidate validated and improved to 25188915.225 ns, so this combine is kept."
