incident_id,branch,skill,timestamp,severity,category,signal,evidence,recommendation,source
bug_0021,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-28,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0022,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-29,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0023,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-3,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0024,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-30,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0025,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-31,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0026,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-32,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0027,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-33,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0028,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-34,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0029,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-35,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0030,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-36,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0031,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-37,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0032,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-38,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0033,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-39,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0034,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-4,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0035,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-40,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0036,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-41,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0037,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-42,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0038,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-43,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0039,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-44,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0040,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-45,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0041,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-46,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0042,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-47,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0043,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-48,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0044,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-49,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0045,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-5,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0046,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-50,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0047,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-51,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0048,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-52,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0049,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-53,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0050,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-54,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0051,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-55,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0052,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-56,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0053,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-57,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0054,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-59,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0055,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-6,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0056,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-60,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0057,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-61,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0058,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-62,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0059,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-64,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0060,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-65,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0061,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-66,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0062,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-67,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0063,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-68,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0064,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-69,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0065,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-7,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0066,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-70,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0067,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-71,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0068,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-72,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0069,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-73,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0070,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-74,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0071,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-75,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0072,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-76,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0073,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-77,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0074,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-78,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0075,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-8,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0076,autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-9,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
