branch,duration_seconds,build_calls,non_build_calls,bench_calls,tool_call_breakdown,input_tokens,output_tokens,cached_input_tokens,cache_creation_input_tokens,compactions,estimated_cost_usd
2026-06-24-03-03-08-qrv2_kernel_languages_q651pl8jg,19139,0,0,0,,5129693,378214,214461824,0,3,144.2259
2026-06-24-03-03-44-qrv2_kernel_languages_vcp095s3n,19123,0,0,0,,4168187,325024,179711360,0,3,120.4476
2026-06-24-03-04-02-qrv2_kernel_languages_yxiwb80jg,19135,0,0,0,,6268134,344656,150595840,0,3,116.9784
2026-06-24-03-43-38-qrv2_kernel_languages_ohzemi9pv,19124,0,0,0,,4022426,381349,106708096,0,0,84.9064
2026-06-24-03-46-49-qrv2_kernel_languages_t5sr96or9,19095,0,0,0,,3089847,319784,124338304,0,2,87.2118
2026-06-24-09-37-38-qrv2_kernel_languages_5hrpmgplj,29686,0,0,0,,6027844,449527,238651520,0,6,162.9507
2026-06-24-09-37-40-qrv2_kernel_languages_p9y2rr1gw,29698,0,0,0,,8214936,548483,276466176,0,8,195.7623
2026-06-24-09-37-42-qrv2_kernel_languages_pcevwrpue,29670,0,0,0,,6033265,410013,130908416,0,0,107.9206
2026-06-24-09-38-11-qrv2_kernel_languages_ask3necgb,29700,0,0,0,,6928287,506267,307684864,0,7,203.6718
2026-06-24-09-38-12-qrv2_kernel_languages_ptv6z9eog,29688,0,0,0,,9911285,729734,427056896,0,9,284.9769
2026-06-24-09-38-31-qrv2_kernel_languages_m7w1ravpo,29703,0,0,0,,5263460,436821,162730240,0,1,120.7872
2026-06-25-00-41-50-qrv2_kernel_languages_claude_kurboui6f,28934,4,1336,172,Bash=1025|Read=168|Edit=135|Write=60|SendMessage=37|Agent=26|Skill=22|WebFetch=19|WebSearch=8|TaskUpdate=5|TaskCreate=3|CronCreate=2|CronDelete=2,516999,2435153,930688047,84430460,0,950.9601
2026-06-25-00-44-08-qrv2_kernel_languages_claude_kj7cvsimx,29845,6,1182,189,Bash=954|Read=164|Edit=141|Write=55|SendMessage=29|Agent=13|WebFetch=6|WebSearch=4|Skill=3|CronCreate=2|CronDelete=2|TaskStop=2|TaskList=1|leaderboard-rankings=1,409362,1771165,707715321,98433811,0,892.3525
2026-06-25-00-51-32-qrv2_kernel_languages_claude_q1nb1oliq,28719,17,1379,160,Bash=1004|Edit=230|Read=173|Write=58|SendMessage=49|Agent=22|Skill=5|WebSearch=4|CronCreate=3|CronDelete=3|CronList=2|WebFetch=2|TaskStop=1,502007,2337657,1070901071,76692298,0,979.8634
2026-06-25-00-59-02-qrv2_kernel_languages_claude_ocix8g7hp,29573,12,1253,231,Bash=1005|Edit=202|Read=150|SendMessage=41|WebFetch=19|TaskUpdate=14|Agent=13|Write=13|CronCreate=9|CronDelete=8|WebSearch=7|TaskCreate=6|Skill=5|CronList=2|TaskList=1|TaskOutput=1,398242,2164766,918273583,86063813,0,945.5663
2026-06-25-01-25-17-qrv2_kernel_languages_claude_3otwejh6b,29131,12,1154,240,Bash=985|Edit=183|Read=134|SendMessage=49|Write=16|Agent=13|TaskUpdate=11|TaskCreate=5|Skill=3|TaskOutput=2|CronCreate=1|CronDelete=1|CronList=1|TaskList=1|WebSearch=1,421164,2359504,898365477,82366211,0,922.1073
2026-06-25-11-58-38-qrv2_kernel_languages_claude_tszacp309,31342,7,1580,238,Bash=1220|Read=192|Edit=163|Write=59|Skill=48|SendMessage=42|TaskOutput=33|Agent=32|TaskUpdate=12|TaskCreate=7|WebFetch=7|WebSearch=5|CronCreate=3|CronDelete=1|CronList=1,813082,2775734,954365373,69230229,1,896.7926
2026-06-25-12-01-35-qrv2_kernel_languages_claude_w7jxbr46z,30047,27,1646,164,Bash=1159|Edit=285|Read=244|Write=43|SendMessage=36|Agent=24|TaskUpdate=17|WebSearch=8|TaskCreate=6|Skill=5|CronCreate=3|WebFetch=3|CronDelete=2|CronList=1|TaskOutput=1,697934,2837508,1159492568,96353554,0,1135.9414
2026-06-25-12-08-24-qrv2_kernel_languages_claude_g7v577r9x,29141,6,1420,247,Bash=1026|SendMessage=131|Read=126|Edit=115|WebSearch=99|WebFetch=70|Write=40|TaskOutput=33|Agent=24|Skill=4|CronCreate=2|CronDelete=2|CronList=1,1144460,3771167,994215193,112621487,1,1160.2165
2026-06-25-12-21-21-qrv2_kernel_languages_claude_kpnikqu5d,29046,39,1094,213,Bash=1022|Read=122|Edit=96|SendMessage=24|Write=19|Agent=17|TaskUpdate=12|TaskCreate=6|TaskOutput=6|WebFetch=6|WebSearch=5|Skill=4|CronCreate=3|CronDelete=3|CronList=1,567687,2241982,603598409,85335803,0,787.3663
2026-06-25-12-48-50-qrv2_kernel_languages_claude_j057n57jl,29154,2,1698,198,Bash=1073|WebSearch=189|Read=187|WebFetch=174|Edit=86|Agent=53|Write=42|SendMessage=32|TaskUpdate=30|TaskCreate=11|TaskStop=6|Skill=5|CronCreate=2|CronDelete=2|CronList=2|TaskList=2|TaskOutput=2,1644091,2334189,645849855,91410388,0,846.5521
2026-06-25-01-02-17-qrv2_kernel_languages_claude_rlhgzw2ql,30558,13,1319,182,Bash=963|Edit=206|Read=163|Write=63|TaskOutput=48|Agent=23|SendMessage=23|TaskUpdate=6|Skill=5|TaskStop=4|CronCreate=3|TaskCreate=3|WebSearch=3|TaskList=1,427329,2149067,1015294669,100452356,1,1065.7725
2026-06-25-12-03-48-qrv2_kernel_languages_claude_zgqpd77zz,29037,16,1311,151,Bash=927|Edit=228|Read=181|TaskOutput=45|SendMessage=27|Write=20|Agent=19|TaskUpdate=14|TaskCreate=7|Skill=3|CronCreate=2|CronDelete=2|TaskStop=2|CronList=1,558399,2634514,816809323,77312924,1,863.6242
2026-06-13-03-37-53-qr_py,173257,470,48553,7400,Bash=36628|Read=10940|Edit=5981|Write=955|Monitor=808|WebFetch=441|TaskStop=439|WebSearch=175|Agent=37|TaskUpdate=10|TaskCreate=5|Skill=3|TaskGet=1,10185805,44300038,16785590429,209561867,0,10599.0342
