incident_id,branch,skill,timestamp,severity,category,signal,evidence,recommendation,source
bug_0043,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-48,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0044,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-49,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0045,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-5,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0046,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-50,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0047,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-51,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0048,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-52,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0049,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-53,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0050,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-54,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0051,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-55,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0052,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-56,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0053,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-6,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0054,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-7,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0055,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-8,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0056,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-0-brief-9,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0057,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-0,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0058,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-1,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0059,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-10,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0060,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-11,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0061,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-12,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0062,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-13,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0063,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-14,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0064,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-15,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0065,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-16,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0066,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-17,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0067,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-18,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0068,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-19,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0069,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-2,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0070,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-20,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0071,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-21,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0072,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-22,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0073,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-23,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0074,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-24,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0075,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-25,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0076,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-26,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0077,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-27,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0078,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-28,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0079,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-29,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0080,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-3,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0081,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-30,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0082,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-31,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0083,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-32,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0084,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-33,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0085,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-34,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0086,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-35,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0087,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-36,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0088,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-37,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0089,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-38,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0090,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-39,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0091,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-4,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0092,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-40,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0093,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-41,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0094,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-42,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0095,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-43,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0096,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-44,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0097,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-45,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0098,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-46,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0099,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-47,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0100,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-5,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0101,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-6,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0102,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-7,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0103,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-8,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0104,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-1-brief-9,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0105,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-0,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0106,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-1,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0107,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-10,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0108,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-11,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0109,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-12,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0110,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-13,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0111,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-14,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0112,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-15,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0113,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-16,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0114,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-17,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0115,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-18,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0116,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-19,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0117,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-2,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0118,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-20,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0119,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-21,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
bug_0120,autocuda/optimize/2026-06-10-07-30-51-conv2d_py/worker-2-brief-22,optimize-tree,,info,missing_harness,No harness JSONL was available for automated skill issue scanning,,Pass --harness-jsonl BRANCH=PATH for this branch and re-run the report.,
