optimization_id,description,branches,commits,trial_numbers,attempts,best_speedup,best_step_speedup,outcome,frequency_pct
opt_0010,"Restored the fixed sixteen-stage TMA schedule and had all 128 stationary threads perform the acquire mbarrier wait directly before patching, removing the first named publish barrier. Full official validation and all guards passed. Dense n=512 improved from trial 5 15813.402 to 15680.428 us (0.84%) and from parent 16022.611 us (2.14%); geomean improved to 1422.491499 us.",autocuda/optimize/2026-07-06-18-24-02/brief-8,8cfbce69,autocuda/optimize/2026-07-06-18-24-02/brief-8:8,1,0.8677,1.0028,kept,5.56
opt_0011,"Rewrote only the inline post-flush tail as four explicit compile-time phase-pair blocks: prime panel 384 plus seven template transitions with fixed panel constants, slot0/slot1 offsets, and phase parity; compact factor/build/apply bodies remain force-inlined and no device-call frame was added. Full official and all guards pass. Dense n512 regressed from parent 15474.304 to 15795.997 us (+2.08%); suite geomean measured 1422.631536. Profiling follows before the requested two-phase pair-loop fallback.",autocuda/optimize/2026-07-06-18-24-02/brief-14,b3bf9d2d,autocuda/optimize/2026-07-06-18-24-02/brief-14:1,1,0.8676,1.0010,kept,5.56
opt_0012,"Removed instrumentation and used all 32 warps in the pre-split frontier tranche: warps 0-15 update the dependency panel while warps 16-31 retire the first 16 far columns, which consumers then skip in the P16/C16 overlap. Stationary panels 0:384, shared footprint, compact tail loop, and full-CTA joins were unchanged. Full validation and guards passed. Dense n512 was 15517.040 us, +42.736 us (+0.28%) versus parent 15474.304; suite geomean measured 1422.783 versus parent 1424.027 through untouched-route variation.",autocuda/optimize/2026-07-06-18-24-02/brief-15,2390e145,autocuda/optimize/2026-07-06-18-24-02/brief-15:2,1,0.8675,1.0029,kept,5.56
opt_0013,"Combined dcf112's unchanged fixed-stage TMA stationary panels 0:384 with a P16/C16 double-buffer lookahead for all eight tail panels 384:512. The tail serializes each 16-column dependency frontier, overlaps next-panel factor/build with disjoint far updates, and reuses the retired TMA stage plus flushed stationary tail for slot 1, holding dynamic shared launch size at 135168 bytes. Full official, differential, invariance, and off-grid guards pass. Dense n512 improved from parent 15813.402 to 15568.006 us (1.55%); suite geomean improved from 1423.343987 to 1422.799939 us.",autocuda/optimize/2026-07-06-18-24-02/brief-10,9e731f3b,autocuda/optimize/2026-07-06-18-24-02/brief-10:1,1,0.8675,1.0004,kept,5.56
opt_0014,"Returned to the eight-phase boundary and isolated the complete post-flush P16/C16 pipeline in one noinline device function so stationary/TMA and tail pointer/register lifetimes receive separate call frames. Full official and all guards pass. Dense n512 measured 15550.601 us, 76.297 us (0.49%) slower than inline merge 15474.304 but still below direct-wait parent 15680.428 and tail parent 15568.006; suite geomean was 1423.182950. Profiling follows to quantify whether the device-call trade changed spills.",autocuda/optimize/2026-07-06-18-24-02/brief-12,9d7c2e83,autocuda/optimize/2026-07-06-18-24-02/brief-12:3,1,0.8673,0.9976,kept,5.56
opt_0015,"Removed the temporary global panel patch/restore and 1 KiB save slab. After TMA completion, the stationary warpgroup patches the 16x16 Householder triangle directly in the 128B-swizzled stages using the verified 16B-chunk XOR row mapping; the final panel-factorization fence/barrier publishes global data before TMA. Full validation and all guards passed. Dense n=512 improved from 15900.622 to 15813.402 us (0.55%), 1.31% faster than parent 16022.611 us; geomean improved to 1423.343987 us.",autocuda/optimize/2026-07-06-18-24-02/brief-8,dcf112f6,autocuda/optimize/2026-07-06-18-24-02/brief-8:6,1,0.8672,1.0009,kept,5.56
opt_0016,"Bracketed the combined kernel at a four-phase P16/C16 lookahead tail by moving only LOOKAHEAD_START from panel 384 to 448; panels 0:384 retain the fixed-stage TMA stationary path and panels 384:448 use dcf112's all-32-warp SIMT tail. Full official and all guards pass. Dense n512 measured 15779.301 us, only 0.22% below parent 15813.402 and 1.36% slower than the eight-phase 15568.006-us variant; suite geomean was 1423.488210 us.",autocuda/optimize/2026-07-06-18-24-02/brief-10,fd5640d5,autocuda/optimize/2026-07-06-18-24-02/brief-10:2,1,0.8671,0.9995,kept,5.56
opt_0017,"Combined the inline eight-phase P16/C16 post-flush tail with the compact absolute compile-time TMA table: 16 stages for panels 0-112, 12 for 128-240, and 8 for 256-368, retaining the 4-stage template, direct 128-thread acquire waits, swizzled patch, and compact runtime tcgen05 K loop. Full validation and all guards passed. Dense n512 measured 15557.774 us versus inline-tail parent 15474.304 us (+0.54%); geomean improved slightly from 1424.026803 to 1423.746623 through cross-route noise.",autocuda/optimize/2026-07-06-18-24-02/brief-13,b2164110,autocuda/optimize/2026-07-06-18-24-02/brief-13:1,1,0.8670,1.0002,kept,5.56
opt_0018,"Replaced seven cloned phase templates with a three-iteration two-phase pair loop: slot0 and slot1 remain compile-time-specialized within one reused inline pair body, the panel base advances at runtime, and one compile-time terminal phase factors panel 496. Full official and all guards pass. Dense n512 improved from fully unrolled 15795.997 to 15584.512 us, recovering 211.485 us, but remained 110.208 us (0.71%) slower than parent 15474.304; suite geomean measured 1423.990796. Final profiling follows.",autocuda/optimize/2026-07-06-18-24-02/brief-14,4d8dae7c,autocuda/optimize/2026-07-06-18-24-02/brief-14:2,1,0.8668,0.9990,kept,5.56
opt_0019,"Minimal additive merge of 8cfbce's fixed sixteen-stage stationary panels 0:384 with direct 128-thread TMA acquire waits and 9e731's eight-phase P16/C16 double-buffer tail. The tail reuses retired TMA/cTail storage, leaving the 135168-byte shared launch size unchanged. Full official, differential, invariance, and off-grid guards pass. Dense n512 measured 15474.304 us, 1.31% below direct-wait parent 15680.428 and 0.60% below tail parent 15568.006; suite geomean measured 1424.026803 through untouched-route variance.",autocuda/optimize/2026-07-06-18-24-02/brief-12,2061b37e,autocuda/optimize/2026-07-06-18-24-02/brief-12:1,1,0.8668,0.9989,kept,5.56
opt_0020,"Moved the active-panel tcgen B prepack entirely into the lower four stationary warps, overlapping it with the upper 28 warps' near-column update. One 128-thread barrier replaces every per-K W barrier, then lane0 issues the full projection from the immutable 31 KiB slab. Full validation and all guards pass. Dense n512 reached a new best 16062.250 us (0.09% over rotating-stage 16077.039; 0.96% over initial combine 16218.032), and full geomean reached a new best 1424.239228.",autocuda/optimize/2026-07-06-18-24-02/brief-5,805f3d25,autocuda/optimize/2026-07-06-18-24-02/brief-5:10,1,0.8667,1.0014,kept,5.56
opt_0021,"Promoted the verified TMA layout to every stationary epoch and removed the entire 31 KiB software prepack, duplicate MMA, debug reduction, and host synchronization. Sixteen asynchronous 32x16 128B-swizzled stages launch before panel_v/Gram/T construction; only the four stationary warps wait, while 28 near-update warps proceed. A temporary 16x16 source patch/restore preserves Householder unit diagonals. Full validation and all guards passed. Dense n=512 improved from parent 16022.611 to 15900.622 us (0.76%) and geomean was 1424.599017 us.",autocuda/optimize/2026-07-06-18-24-02/brief-8,fdff0acd,autocuda/optimize/2026-07-06-18-24-02/brief-8:5,1,0.8664,1.0034,kept,5.56
opt_0022,"Restored all 24 stationary epochs and reordered the short rank-16 correction to stage each 128x8 W slice once, fill Blackwell tcgen05 collector::a, reuse it for the middle two 128-row C slices, and lastuse it on the fourth. This cuts correction A staging 4x while preserving exact arithmetic. Full validation and all guards pass. Dense n512 improved from 16218.032 to 16174.066 us (0.27%); full geomean was effectively neutral/slightly better at 1424.884656 versus 1424.905324.",autocuda/optimize/2026-07-06-18-24-02/brief-5,66f1f2fe,autocuda/optimize/2026-07-06-18-24-02/brief-5:5,1,0.8663,1.0027,kept,5.56
opt_0023,"Combined ff5d40's 32-warp cooperative NB16 panel/T core with ab6f034's multi-epoch stationary TMEM slab in one 1024-thread CTA per matrix. Warps 0-3 retain columns 384:512 across the first 24 panels and apply plain-TF32 tcgen05 transforms while warps 4-31 concurrently update columns below 384; one catch-up flush precedes panel 384. All official, differential, invariance, and off-grid guards pass. Dense n512 improved from ff5d40 18684.613 to 16218.032 us (13.20%); full geomean improved from 1442.636776 to 1424.905324 us.",autocuda/optimize/2026-07-06-18-24-02/brief-5,03814c2d,autocuda/optimize/2026-07-06-18-24-02/brief-5:1,1,0.8662,1.0124,kept,5.56
opt_0024,"Restored the compact runtime tcgen05 K loop, retained absolute compile-time 16/12/8 TMA groups, and removed the unreachable >=384 four-stage arm from the production stationary range. Direct 128-thread acquire waits and swizzled Householder patching are unchanged. Full validation and all guards passed. Dense n512 measured 15664.783 us, slightly faster than aligned-group trial 15674.224 and parent 15680.428; geomean was 1425.000295 us (cross-shape noise above trial 0 1422.280686).",autocuda/optimize/2026-07-06-18-24-02/brief-11,4cfe7a82,autocuda/optimize/2026-07-06-18-24-02/brief-11:5,1,0.8662,1.0008,kept,5.56
opt_0025,"Warp-specialized the prepack under compact-WY Gram construction: warps 0-3 build the validated K-major tcgen05 image while warps 4-31 process all 256 Gram pairs, reconverging at the already-required CTA barrier before triangular T. This removes the stationary-path pack/barrier without delaying the near update. Full official and all guard validation passed. Dense n=512 measured 16026.895 us versus parent 16022.611 us (+0.027%, neutral) and all-warp fused materialization 16073.900 us; geomean was 1425.157209 us.",autocuda/optimize/2026-07-06-18-24-02/brief-8,b24e7282,autocuda/optimize/2026-07-06-18-24-02/brief-8:3,1,0.8661,0.9978,kept,5.56
opt_0026,"Removed all setmaxnreg handoffs and marked only stationary_update noinline to isolate its tcgen05 x16 tuples and compact-WY temporaries from the 1024-thread main body. Full validation and all guards passed. Dense n512 measured 16012.407 us (+1.26% versus parent 15813.402); geomean was 1425.345. NCU showed the intended pressure reduction: local spills fell from parent 737 KB to 81.9 KB and shared spilling from 327.7 to 207.4 KB. However kernel time rose from about 15.66 to 15.82 ms, no-eligible cycles stayed 60.2%, and CTA-barrier stall share increased from 36.1% to 37.1%, so direct call/role-imbalance overhead outweighed spill savings.",autocuda/optimize/2026-07-06-18-24-02/brief-9,3a5af77b,autocuda/optimize/2026-07-06-18-24-02/brief-9:3,1,0.8660,1.0041,kept,5.56
opt_0027,"Restored stationary_update inline and isolated only the 28-warp near-column compact-WY update in a noinline helper. Full validation and all guards passed. Dense n512 measured 15940.051 us (+0.80% versus parent 15813.402), geomean 1425.660. This improved on whole-stationary isolation (16012.407 us) but remained slower than parent, quantifying repeated near-helper call overhead before profiling its spill reduction.",autocuda/optimize/2026-07-06-18-24-02/brief-9,4cf4ea42,autocuda/optimize/2026-07-06-18-24-02/brief-9:4,1,0.8658,0.9998,kept,5.56
opt_0028,"Kept the overlapped four-warp active-panel prepack but restored the compact one-A/one-B correction workspace and post-correction barriers, removing four extra stages. Full validation and all guards pass. Dense n512 reached a new best 16022.611 us, 0.25% faster than 16062.250 and 1.20% faster than initial combine; full geomean measured 1425.884850 amid unrelated-route variance.",autocuda/optimize/2026-07-06-18-24-02/brief-5,2eab4be7,autocuda/optimize/2026-07-06-18-24-02/brief-5:11,1,0.8657,0.9988,kept,5.56
opt_0029,"Added two disjoint activation stages and four disjoint B stages for the eight rank-16 correction MMAs, preserving collector fill/use/lastuse while removing the post-MMA barrier for each 128-row slice. Full validation and all guards pass. Dense n512 measured 16111.164 us versus 16077.039 us for the W-only rotating pipeline (+0.21%, within noise); geomean was 1425.964105, so correction barrier removal did not reproduce the W-side gain.",autocuda/optimize/2026-07-06-18-24-02/brief-5,6dfd25d9,autocuda/optimize/2026-07-06-18-24-02/brief-5:8,1,0.8656,1.0008,kept,5.56
opt_0030,"Restored the near-column update inline and isolated only stationary_form_w: the tcgen05.ld x16 tuple, tail dot products, and triangular compact-WY transform. Full validation and all guards passed. Dense n512 measured 15880.323 us (+0.42% versus parent 15813.402), recovering most of the whole-role and near-helper losses; geomean was 1426.097, with mixed-route noise contributing. This is the lowest-call-overhead noinline boundary so far and is profiled to determine whether its spill reduction can justify ABI cleanup.",autocuda/optimize/2026-07-06-18-24-02/brief-9,a91197e4,autocuda/optimize/2026-07-06-18-24-02/brief-9:5,1,0.8655,0.9997,kept,5.56
opt_0031,"Tightened the exact-K code-size bracket from four late panels to only panel 368: sixteen fully unrolled tcgen05 sites, with panels 0-352 using the compact runtime loop and the absolute 16/12/8 TMA table unchanged. Full validation and all guards passed. Dense n512 measured 15890.240 us and geomean 1426.127285, still +1.38% and +0.27% versus the compact-loop aligned-group trial, respectively; even this narrow static sequence measured slower.",autocuda/optimize/2026-07-06-18-24-02/brief-11,17813c06,autocuda/optimize/2026-07-06-18-24-02/brief-11:4,1,0.8655,1.0006,kept,5.56
opt_0032,"Packed the active live panel once per epoch into a 31 KiB tcgen K-major B slab using all 1024 threads, then let lane0 issue the entire TMEM-A W projection without any per-K producer barriers. Full validation and all guards pass. Dense n512 measured 16147.808 us, 0.44% slower than the 16077.039-us four-warp rotating-stage best; full geomean 1426.169712. The zero-barrier projection gain was offset by a CTA-wide pack barrier delaying all 28 near-update warps.",autocuda/optimize/2026-07-06-18-24-02/brief-5,47a76698,autocuda/optimize/2026-07-06-18-24-02/brief-5:9,1,0.8655,0.9999,kept,5.56
opt_0033,"Rebased TMA stages at the current panel and transferred only ceil((496-panel)/32) active 32-row tiles, reducing stage count from 16 toward 4 and changing W descriptors to panel-relative K. Full validation and all guards passed. Dense n=512 measured 15931.836 us versus fixed-stage trial 15813.402 us (+0.75%); geomean was 1426.469311 us, so fixed-stage issuing performed better.",autocuda/optimize/2026-07-06-18-24-02/brief-8,d285c3a1,autocuda/optimize/2026-07-06-18-24-02/brief-8:7,1,0.8653,0.9978,kept,5.56
opt_0034,"Instrumented the inline eight-phase tail with globaltimer counters for startup, dependency frontier, P16 factor/build, C16 far update, and both sides of the full-CTA reuse join. Full validation and all guards passed. Instrumented dense n512 was 15882.644 us and geomean 1426.841 versus clean parent 15474.304/1424.027. Across 640 dense matrices and seven tail phases: startup 27.67 us; frontier 14.34 us/phase; producer 26.56; consumer 10.09; producer join wait 0.08; consumer join wait 16.85; phase wall 41.04. The measured phase is producer-bound while consumer warps spend the difference at reuse.",autocuda/optimize/2026-07-06-18-24-02/brief-15,9ac233a4,autocuda/optimize/2026-07-06-18-24-02/brief-15:1,1,0.8651,0.9980,kept,5.56
opt_0035,"Restored the validated absolute 16/12/8 TMA table and isolated exact constant-K tcgen05 specialization to panels 320/336/352/368. Dispatch occurs before the hot MMA sequences, which are fully unrolled into 76 static sites; earlier panels retain the compact runtime loop. Full validation and all guards passed. Dense n512 measured 15901.312 us versus aligned-group trial 15674.224 us (+1.45%); geomean 1426.912057 versus 1422.280686, showing this code footprint erased the loop-control savings.",autocuda/optimize/2026-07-06-18-24-02/brief-11,593e7a98,autocuda/optimize/2026-07-06-18-24-02/brief-11:3,1,0.8650,1.0004,kept,5.56
opt_0036,"Expanded the noinline boundary from the x16 form-W transform to the complete downstream stationary correction/tail phase, leaving only the TMA wait, triangular-stage patch, and first resident-C tcgen05 product inline; also removed the unused panel ABI argument. Full validation and all guards passed. Dense n512 measured 16107.666 us (+1.86% versus parent 15813.402), geomean 1426.935. This is slower than narrow form-W isolation (15880.323 us), so the final profile quantifies spill relief versus call/role-imbalance cost.",autocuda/optimize/2026-07-06-18-24-02/brief-9,cf30ed7e,autocuda/optimize/2026-07-06-18-24-02/brief-9:6,1,0.8650,0.9994,kept,5.56
opt_0037,"Restored all four W producer warps, retained four rotating shared B stages, and removed the post-MMA named barrier so each slice has only the producer-ready barrier before lane0 issues the naturally pipelined tcgen05 MMA. Full validation and all guards pass. Dense n512 improved from collector trial 16174.066 to 16077.039 us (0.60%) and from initial combine 16218.032 by 0.87%; full geomean was 1427.070824 amid untouched-route variance.",autocuda/optimize/2026-07-06-18-24-02/brief-5,5987ca53,autocuda/optimize/2026-07-06-18-24-02/brief-5:7,1,0.8649,1.0014,kept,5.56
opt_0038,"Added converged sm100a setmaxnreg helpers and bracketed each stationary epoch with a balanced transfer: stationary warpgroup 0 dec 64->56 funds the leading near-update warpgroup inc 64->72, then both restore to 64 behind a CTA barrier before all-warp panel work. Full validation and all guards passed. Dense n512 regressed from parent 15813.402 to 15973.536 us (+1.01%); geomean regressed from 1423.344 to 1427.222. NCU measured 64 reported regs/thread and 50% occupancy, but local spill requests rose from 737 KB to 6.66 MB, shared spilling from 328 to 466 KB, no-eligible cycles from 60.1% to 60.4%, and CTA-barrier stall share from 36.1% to 36.6%.",autocuda/optimize/2026-07-06-18-24-02/brief-9,c3112a3b,autocuda/optimize/2026-07-06-18-24-02/brief-9:1,1,0.8648,0.9973,kept,5.56
opt_0039,"Doubled active-panel prepack from four to eight warps. Warps 8-31 start 24 near-column ownership slots immediately, warps 4-7 join slots 24-27 after pack, and warps 0-3 launch stationary tcgen. Full validation passed. Dense n=512 16039.156 us versus 16022.611 us (+0.10%, neutral/slight regression); four-warp prepack remains better.",autocuda/optimize/2026-07-06-18-24-02/brief-5,bc86e5af,autocuda/optimize/2026-07-06-18-24-02/brief-5:12,1,0.8647,0.9989,kept,5.56
opt_0040,"Tightened the compile-time cutoff table to fixed row bases 0/112/240/368 with exact 16/12/8/4 transfers ending at row 496. Rebased shared descriptors and the swizzled triangle patch per group, and dispatched four tcgen05 helpers outside their loops with compile-time terminal K-step counts. Full validation and all guards passed. Dense n512 regressed from aligned-group trial 15674.224 to 15944.495 us (+1.72%); geomean regressed from 1422.280686 to 1427.493973, measuring the cost of relative-stage arithmetic/helper duplication despite twelve fewer transfers.",autocuda/optimize/2026-07-06-18-24-02/brief-11,2ac20570,autocuda/optimize/2026-07-06-18-24-02/brief-11:2,1,0.8647,0.9963,kept,5.56
opt_0041,"Set the adaptive P16/C16 tail window to the 18-phase midpoint between measured 16- and 20-phase variants. Full guards pass. Dense n512 measured 16426.261 us, statistically tied but 6.3 us slower than 16 phases; suite measured 1427.905635. Nsys shows one 16.276854-ms QR kernel (99.8%) plus 38.656-us route probe.",autocuda/optimize/2026-07-06-18-24-02/brief-1,c7af0dca,autocuda/optimize/2026-07-06-18-24-02/brief-1:55,1,0.8644,1.0024,kept,5.56
opt_0042,"Extended the P16/C16 tail specialization from twelve to sixteen phases, retaining P16 startup and P9/C23 early body. Full guards pass. Dense n512 improved from 16610.123 to 16419.984 us (1.14%), suite improved sharply to 1427.935754, and dense is now 12.12% faster than ff5d40a0.",autocuda/optimize/2026-07-06-18-24-02/brief-1,7228576a,autocuda/optimize/2026-07-06-18-24-02/brief-1:53,1,0.8644,1.0030,kept,5.56
opt_0043,"Completed the thread bracket at 1024 threads/32 warps with a one-block launch bound, 296 persistent CTAs, one TMEM allocation per CTA, rank-8 shared-Z near updates, and the one-A-stage correction workspace. Full validation and all guards passed. Dense n512 improved from 768-thread 21441.280 to 16263.597 us but remained 1.25% behind parent 16062.250; geomean was 1428.364. The delayed second half of a 296-CTA grid still leaves a five-matrix critical path on 148 SMs.",autocuda/optimize/2026-07-06-18-24-02/brief-7,522b6a89,autocuda/optimize/2026-07-06-18-24-02/brief-7:9,1,0.8641,1.0222,kept,5.56
opt_0044,"Set the adaptive P16/C16 tail window to 17 phases, the final discrete midpoint. Full guards pass. Dense n512 improved nominally from the 16-phase 16419.984 to 16414.344 us; suite measured 1428.522217. Nsys corroborates the tie-break with one 16.257624-ms QR kernel (99.8%), 19.23 us faster than the 18-phase checkpoint, plus a 38.240-us route probe. Selected as the clean final candidate.",autocuda/optimize/2026-07-06-18-24-02/brief-1,ccaaa3c8,autocuda/optimize/2026-07-06-18-24-02/brief-1:56,1,0.8641,0.9996,kept,5.56
opt_0045,"Reserved four of each 32 near-column ownership slots for the tcgen warpgroup so warps 0-3 could join the SIMT update after completing the stationary transform, while warps 4-31 began immediately. Full validation and all guards pass. Dense n512 regressed from 16218.032 to 16614.864 us (+2.45%) and geomean from 1424.905324 to 1428.761481; the delayed reserved columns show the stationary group is later than the 28-warp near update.",autocuda/optimize/2026-07-06-18-24-02/brief-5,00ae3ccc,autocuda/optimize/2026-07-06-18-24-02/brief-5:3,1,0.8639,0.9973,kept,5.56
opt_0046,"Restored the 28-warp/4-warp overlap and flushed the stationary slab after panel 336, routing panels 352 and 368 through the original all-32-warp FP32 SIMT update. This removes 50 late tcgen05 MMAs. Full validation and all guards pass. Dense n512 measured 16302.464 us, 0.52% slower than the 16218.032-us full-24-epoch stationary path; geomean was 1428.796571 amid unrelated-route variance, so the last two stationary epochs remain cheaper than two full slab updates.",autocuda/optimize/2026-07-06-18-24-02/brief-5,5d1214a1,autocuda/optimize/2026-07-06-18-24-02/brief-5:4,1,0.8639,1.0000,kept,5.56
opt_0047,"Replaced per-K four-warp W staging and two 128-thread named barriers with one producer warp, four rotating shared B stages, warp synchronization, and one final 128-thread join before tcgen commit. Full validation plus all guards pass, proving the four-stage operand lifetime safe, but dense n512 regressed from collector trial 16174.066 to 16446.036 us (+1.68%) and geomean to 1429.032522; four-warp staging throughput outweighs the removed barriers.",autocuda/optimize/2026-07-06-18-24-02/brief-5,0307f6c1,autocuda/optimize/2026-07-06-18-24-02/brief-5:6,1,0.8637,0.9971,kept,5.56
opt_0048,"Replaced the near-update per-lane projected[16] array with two rank-8 projection passes. Each warp stores reduced W and lane-striped triangular Z coefficients in a private shared slot, then consumes shared broadcasts for the row update. Full validation/guards passed at 1024 threads. Dense n512 measured 16187.277 us versus parent 16062.250 us (+0.78%); full geomean was 1429.468 versus 1424.239 amid untouched-route variance. This removes the long-lived 16-coefficient state for the lower-thread residency trials.",autocuda/optimize/2026-07-06-18-24-02/brief-7,ca953d29,autocuda/optimize/2026-07-06-18-24-02/brief-7:2,1,0.8635,0.9963,kept,5.56
opt_0049,"Added a cached rank-3 TF32 tensor map over stable n512 scratch and issued sixteen 32x16 cp.async.bulk.tensor stages into a 128B-swizzled K-major operand. For panel 0, temporarily patched/restored the triangular source block, overlapped TMA with native panel materialization, then computed both software-packed and TMA-staged W and compared all 1,310,720 outputs. Full validation and guards passed with zero mismatches, verifying descriptor/substage addressing. Instrumented dense time was 16187.296 us and geomean 1429.497554 us; these include duplicate W MMA, mismatch reduction, debug allocation, and host synchronization.",autocuda/optimize/2026-07-06-18-24-02/brief-8,dd95db59,autocuda/optimize/2026-07-06-18-24-02/brief-8:4,1,0.8635,0.9970,kept,5.56
