branch,duration_seconds,build_calls,non_build_calls,bench_calls,tool_call_breakdown,input_tokens,output_tokens,cached_input_tokens,cache_creation_input_tokens,compactions,estimated_cost_usd
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-49,2247,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-5,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-50,2331,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-51,2810,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-52,790,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-53,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-54,940,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-55,880,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-56,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-57,1595,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-58,1623,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-59,1775,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-6,4098,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-60,500,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-61,2939,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-62,2585,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-63,2105,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-64,1268,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-65,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-7,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-8,539,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-9,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-0,3064,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-1,2044,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-10,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-11,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-12,2274,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-13,1091,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-14,1408,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-15,2237,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-16,868,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-17,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-18,1112,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-19,1473,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-2,1555,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-20,1584,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-21,938,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-22,2210,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-23,1207,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-24,2100,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-25,830,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-26,1105,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-28,1121,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-29,496,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-3,4187,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-30,662,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-31,775,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-32,1258,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-33,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-34,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-35,894,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-36,1450,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-37,1910,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-38,934,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-39,1259,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-4,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-40,630,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-41,807,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-42,799,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-43,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-44,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-45,1440,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-46,703,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-47,742,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-48,2768,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-49,793,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-5,1550,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-50,576,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-51,626,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-52,1833,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-53,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-6,1478,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-7,500,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-8,1545,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-9,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-0,1522,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-1,3012,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-10,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-11,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-12,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-13,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-14,1164,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-15,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-16,2118,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-17,1120,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-18,1722,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-19,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-2,897,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-20,1158,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-21,1048,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-22,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-23,290,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-24,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-25,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-26,264,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-27,1235,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-28,1100,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-29,755,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-3,3180,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-30,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-31,767,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-32,710,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-33,1625,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-34,2099,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-35,843,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-36,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-37,670,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-38,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-39,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-4,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-40,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-41,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-42,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-43,726,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-44,2028,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-45,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-46,1665,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-47,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-48,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-49,409,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-5,1315,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-50,2379,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-51,1521,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-52,1750,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-53,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-54,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-55,697,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-56,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-57,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-58,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-59,1557,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-6,547,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-60,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-61,353,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-62,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-63,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-64,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-65,561,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-66,1145,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-67,843,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-68,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-69,1164,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-7,1663,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-70,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-8,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-9,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-0,8049,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-1,3378,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-10,2225,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-11,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-12,1305,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-13,1679,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-14,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-15,1509,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-16,1560,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-17,1338,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-18,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-19,1532,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-2,3694,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-20,816,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-21,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-22,1259,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-23,1262,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-24,714,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-25,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-26,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-27,1040,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-28,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-29,2763,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-3,2728,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-30,864,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-31,450,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-32,1552,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-33,1368,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-34,577,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-35,593,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-36,921,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-37,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-38,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-39,1963,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-4,2523,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-40,2197,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-41,664,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-42,853,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-43,1501,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-44,1674,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-45,2611,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-46,602,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-47,911,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-48,0,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-5,726,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-6,2599,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-7,2962,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-8,1444,,,,,,,,,,
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-9,1888,,,,,,,,,,
