branch,duration_seconds,build_calls,non_build_calls,bench_calls,tool_call_breakdown,input_tokens,output_tokens,cached_input_tokens,cache_creation_input_tokens,compactions,estimated_cost_usd
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-25,18111,144,1652,4,exec=1054|wait=682|send_message=36|spawn_agent=11|list_agents=8|wait_agent=8|followup_task=1,4075133,464325,231512832,0,6,150.0618
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-26,3105,32,196,11,exec=155|wait=84,622890,44082,27052032,0,0,17.9629
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-27,1534,18,156,7,exec=138|wait=43,238822,33826,17356288,0,0,10.8870
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-28,4932,45,352,6,exec=273|wait=130,483810,69147,63251456,0,0,36.1192
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-29,12172,81,803,2,exec=627|wait=243|send_message=6|spawn_agent=6|list_agents=3|wait_agent=1,1521450,184860,105532416,0,1,65.9193
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-3,3963,80,279,6,exec=273|wait=83|send_message=3|wait_agent=3|list_agents=2|spawn_agent=1,652650,76379,46314752,0,1,28.7120
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-30,2794,30,220,0,exec=166|wait=84,309937,37782,25833728,0,0,15.6000
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-31,3243,21,240,8,exec=171|wait=98,318282,35847,31625728,0,0,18.4797
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-32,4433,33,311,5,exec=213|wait=136,504909,40883,38205696,0,0,22.8539
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-33,3360,29,228,3,exec=159|wait=101,305009,31367,26433280,0,0,15.6827
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-34,2295,21,202,10,exec=160|wait=73,303234,36371,27201024,0,0,16.2078
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-35,0,3,36,1,exec=28|wait=12,90332,8066,2037504,0,0,1.7124
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-36,5613,38,353,5,exec=274|wait=122,520680,51809,58133248,0,0,33.2243
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-37,0,3,38,2,exec=30|wait=13,71882,7411,2230272,0,0,1.6969
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-38,3210,30,259,4,exec=202|wait=91,400706,45645,45724160,0,0,26.2350
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-39,3407,30,233,5,exec=177|wait=91,387166,56849,42269440,0,0,24.7760
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-4,8130,83,563,1,exec=452|wait=195,793870,111396,67318528,0,1,40.9705
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-40,1722,15,138,3,exec=98|wait=58,206960,20847,15094528,0,0,9.2075
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-41,2288,24,194,0,exec=150|wait=68,274659,32528,22573312,0,0,13.6358
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-42,2010,21,158,2,exec=121|wait=60,246405,32300,16818688,0,0,10.6104
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-43,14853,111,897,6,exec=677|wait=321|send_message=12|wait_agent=2|list_agents=1|spawn_agent=1,1273657,185071,158771863,0,1,91.3063
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-44,3793,21,265,2,exec=182|wait=106,325093,49511,32022272,0,0,19.1219
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-45,3511,23,218,3,exec=158|wait=86,373985,42960,33955584,0,0,20.1365
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-46,1878,22,141,3,exec=114|wait=52,199505,26344,13702400,0,0,8.6390
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-47,1723,17,124,4,exec=91|wait=54,220806,23585,13687296,0,0,8.6552
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-48,1577,18,140,0,exec=105|wait=53,220227,22701,15662336,0,0,9.6133
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-49,24354,105,989,15,exec=739|wait=337|send_message=24|wait_agent=4|list_agents=3|interrupt_agent=1|spawn_agent=1,1402402,210327,175682217,0,1,101.1629
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-5,1343,15,105,0,exec=73|wait=47,175216,17103,8739584,0,0,5.7590
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-50,11829,58,708,11,exec=471|wait=269|send_message=22|wait_agent=13|list_agents=2,1104395,134017,108373099,0,1,63.7290
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-51,1899,18,167,3,exec=128|wait=60,243077,25527,19013376,0,0,11.4879
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-52,5812,40,384,8,exec=306|wait=121|send_message=3|wait_agent=2,492644,103092,57121214,0,0,34.1166
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-53,13816,65,596,12,exec=470|wait=180|send_message=18|wait_agent=3|list_agents=1|spawn_agent=1,1017047,136964,98931819,0,1,58.6601
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-54,3456,27,246,2,exec=177|wait=97|send_message=1,198926,45857,35777539,0,0,20.2591
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-55,11366,76,615,14,exec=476|wait=213|send_message=12|list_agents=2|wait_agent=2,815964,145191,125016906,0,1,70.9440
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-56,7021,56,461,2,exec=351|wait=159|send_message=7|spawn_agent=2,558804,93515,80614458,0,0,45.9067
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-57,3524,29,270,1,exec=187|wait=109|send_message=4,218334,48148,41251602,0,0,23.1619
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-58,35240,94,608,20,exec=457|wait=216|send_message=29|wait_agent=11|list_agents=6|spawn_agent=3,1394949,186353,117521845,0,1,71.3263
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-59,3616,25,209,3,exec=169|wait=66|send_message=1|wait_agent=1,310134,45001,25802541,0,0,15.8020
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-6,1481,28,88,4,exec=94|wait=25|send_message=1,178348,27373,10220288,0,0,6.8231
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-60,4777,31,294,8,exec=219|wait=114,301098,60708,37917841,0,0,22.2857
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-61,7449,52,427,3,exec=312|wait=163|send_message=5|wait_agent=2,304125,76641,99085600,0,0,53.3627
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-62,6179,37,445,3,exec=305|wait=177|send_message=3,283934,88521,84489543,0,0,46.3201
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-63,5330,22,385,2,exec=257|wait=139|wait_agent=8|list_agents=5,891752,70599,94935283,0,1,54.0444
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-64,7343,49,417,6,exec=288|wait=184,280115,64775,82844909,0,0,44.7663
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-65,3129,18,210,3,exec=141|wait=90,151111,35433,26317598,0,0,14.9773
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-66,2155,16,177,0,exec=130|wait=63,155367,27276,21645114,0,0,12.4177
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-67,1835,16,152,2,exec=108|wait=62,191071,32977,24633729,0,0,14.2615
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-68,5232,42,330,3,exec=239|wait=131|send_message=4|list_agents=1,243309,52818,57045904,0,0,31.3240
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-69,4069,32,293,4,exec=214|wait=106|list_agents=3|send_message=3|wait_agent=3,277601,70953,53748527,0,0,30.3909
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-7,2343,35,166,0,exec=130|wait=70|send_message=1,260737,30603,18327040,0,0,11.3853
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-70,0,4,69,1,exec=48|wait=26,87100,14499,4572612,0,0,3.1568
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-71,30027,114,1291,7,exec=814|wait=551|send_message=29|list_agents=6|wait_agent=6|followup_task=3|interrupt_agent=2|spawn_agent=1,1510553,232256,239237004,0,2,134.1389
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-72,4759,35,195,1,exec=171|wait=56|send_message=2|wait_agent=2,230631,56173,32255060,0,0,18.9659
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-73,2725,11,121,1,exec=86|wait=45|send_message=2,165417,28318,14340397,0,0,8.8468
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-74,9082,58,379,6,exec=313|wait=106|send_message=13|list_agents=6|wait_agent=3|spawn_agent=2,1175836,121342,71858172,0,1,45.4485
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-75,0,4,86,1,exec=52|wait=32|wait_agent=4|send_message=2|list_agents=1,119915,16989,7323506,0,0,4.7710
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-76,4766,41,273,4,exec=222|wait=92|send_message=3|list_agents=1,291419,65597,59360971,0,0,33.1055
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-77,17520,112,905,5,exec=665|wait=337|send_message=18|wait_agent=2,892834,157648,176463038,0,1,97.4251
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-78,49647,292,2466,10,exec=1830|wait=914|send_message=16|list_agents=5|interrupt_agent=1|spawn_agent=1|wait_agent=1,3668965,457928,547675495,0,5,305.9204
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-79,2576,25,207,3,exec=150|wait=79|send_message=5|wait_agent=1,170103,35407,26259043,0,0,15.0422
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-8,13933,159,712,10,exec=613|wait=267|send_message=1,1349654,173832,103840000,0,3,63.8832
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-80,575,7,111,3,exec=73|wait=46|send_message=2,131766,19009,11216045,0,0,6.8371
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-81,45404,253,2234,10,exec=1547|wait=914|send_message=22|wait_agent=7|list_agents=4|spawn_agent=2|interrupt_agent=1,2934802,391523,468298444,0,4,260.5689
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-82,5662,23,186,2,exec=149|wait=61|send_message=1,220970,56348,31211913,0,0,18.4012
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-83,14133,73,795,7,exec=593|wait=270|send_message=7|spawn_agent=4|list_agents=1,1444208,189314,159810456,0,1,92.8057
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-84,10679,56,406,7,exec=388|wait=62|send_message=13|spawn_agent=5|wait_agent=1,1269522,136506,81670814,0,1,51.2782
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-85,15328,85,887,6,exec=680|wait=249|send_message=24|spawn_agent=10|wait_agent=10|list_agents=5,1830386,295124,160051629,0,1,98.0315
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-86,11062,67,467,3,exec=364|wait=146|send_message=11|spawn_agent=7|wait_agent=7|list_agents=2,1198831,193934,83821371,0,1,53.7229
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-87,7819,52,247,8,exec=213|wait=90|send_message=4,320025,63765,61489796,0,0,34.2580
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-88,16228,96,777,8,exec=604|wait=261|send_message=7|spawn_agent=4|wait_agent=3|list_agents=2,1208949,196331,136258936,0,1,80.0641
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-89,13660,75,956,8,exec=792|wait=178|send_message=22|wait_agent=19|spawn_agent=18|list_agents=9|followup_task=1,2916016,458387,144501578,0,2,100.5825
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-9,13587,129,801,6,exec=598|wait=331|send_message=4|spawn_agent=2|list_agents=1,1747334,172198,114962176,0,2,71.3837
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-90,6964,43,468,11,exec=357|wait=153|send_message=8|spawn_agent=3|wait_agent=1,1116219,108127,96392744,0,1,57.0213
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-91,2666,23,168,4,exec=129|wait=66,366655,38971,25952975,0,0,15.9789
autocuda/optimize/2026-07-19-01-44-06-cholesky-resumed-local-unmerged/brief-92,0,3,37,0,exec=26|wait=14,69293,7155,2247831,0,0,1.6850
steered/dashboard-fix,10076,1,864,18,exec=778|wait=35|send_message=31|spawn_agent=14|wait_agent=13|list_agents=12,3107810,302218,113325628,0,5,81.2684
steered/manager,196806,94,2517,49,exec=1461|wait=603|wait_agent=298|spawn_agent=129|send_message=109|followup_task=32|list_agents=23|interrupt_agent=5,7623491,512600,269376361,0,6,188.1836
steered/reward-audit,25550,13,739,34,exec=648|send_message=58|spawn_agent=25|wait_agent=24|wait=17|list_agents=12|followup_task=2,3151752,337961,70907136,0,1,61.3512
steered/run-recovery,21049,0,327,2,exec=292|send_message=14|spawn_agent=9|list_agents=6|wait=4|wait_agent=3|interrupt_agent=1,1867186,149287,40481869,0,0,34.0555
