optimization_id,description,branches,commits,trial_numbers,attempts,best_speedup,best_step_speedup,outcome,frequency_pct
opt_0010,"brief-51 it1 PHASE-2: NS-reorth 1->2 -- at BLK=64 n2048 BAND drifts orth to 5.67e-2 (over 0.0244 gate) @NS1; NS=2 -> 1.19e-6 (saturated), cheap (1 bmm). VERIFIED all 8 conditioning cases x {n4096,n2048} PASS (orth 3-8e-6) via reference generator (diff-guard data). The fast TSQR path (BLK=64, NS=2, fp32 R, rank-aware) is now CORRECT across the full diff-guard -- ready to flip live + win when W2's LU lands. Default 2156.6 unchanged.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-51,98151667,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-51:222,1,60.9589,1.0000,kept,0.26
opt_0011,"brief-46 it2: graft W1 brief-40 panel L1-traffic merge (fuse the 2 disjoint full-tile write passes -- trailing update + col-k write -- into ONE tl.where, spilled tile touched once/step not twice) onto BOTH panel kernels (W1 did only _panel_factor_kernel; extended to _panel_factor2_kernel). BYTE-EXACT, validates 22/22+guards. Geomean 2156.7 == it1's 2160 within noise (sub-0.1% per W1, the merged pass is small now). Consolidation of the fleet's panel-traffic work.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-46,f1d4725f,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-46:194,1,60.9553,1.0016,kept,0.26
opt_0012,"brief-48 it0: TRUE TSQR large-n panel MECHANISM (leaf block-QR + O(log) R-tree) -- GATE-1 PASS. R matches torch QR to 1e-7 (fixed row-stride bug). SPEED: n4096 B=2 G=4 TSQR R=82us vs single-CTA panel 322us = 3.9x FASTER (fills the 146 idle SMs); n2048 B=8 = 1.8x. NO A^TA (avoids cond^2), NO cuSOLVER cholesky (avoids brief-44 potrf flakiness). Default unchanged (kernels unused, validates 22/22) -- awaiting W1's same-tag ORHR_COL graft for flat-(H,tau): TSQR R -> Q=A@R^-1 -> ORHR(Q,R). I own the TSQR mechanism (done+measured), W1 owns shared ORHR.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48,be43e45f,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48:199,1,60.9553,1.0000,kept,0.26
opt_0013,"brief-48 it0-addendum (GATE-2 full-factorization + recon-cost, measured via autocuda exclusive on the committed TSQR kernels): (1) FULL-factorization TSQR R-cost over all 256 n4096 panels = 20891us vs single-CTA panel 41746us = 1.97x FASTER -- the idle-SM fill holds end-to-end, not just the first panel. (2) BUT the reconstruction TAIL erodes it: TSQR R + Q=A@R^-1 triangular solve = 32952us = only 1.27x vs panel (the per-panel cuSOLVER solve x256 at B=2 is launch-bound, adds 12061us), and W1's ORHR(Q,R) BLKxBLK-LU x256 panels adds MORE -> heading toward ~parity. This RE-CONFIRMS the prior-run finding (the per-panel reconstruction overhead x many-panels dominates at B=2) -- the TSQR R-mechanism is genuinely 2x but the flat-(H,tau) reconstruction tail at B=2/256-panels is launch-bound and eats the saving. LEVER to net-win: the per-panel Q-solve+ORHR must be a BATCHED/fused Triton kernel (one launch/panel over B, not cuSOLVER's multi-launch), AND/OR fewer-wider panels (BLK=16->32 fewer panels, but the panel register-tile spills at BLK=32 per brief-46). HANDOFF: I own the proven TSQR mechanism (2x R, fills SMs); the end-to-end win is gated on a CHEAP per-panel reconstruction -- W1's ORHR interface should be batched-over-B + ideally fused with the Q-solve to amortize the 256-panel launch overhead at B=2.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48,be43e45f,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48:200,1,60.9553,1.0000,kept,0.26
opt_0014,"brief-48 it2: tuned TSQR leaf auto-G (RPB~1024 sweet spot: RPB>1024 spills 9x, RPB<512 merge-overhead; n4096 G=4, n2048 G=2 = ceil(pheight/1024)). Default G=0->auto. custom_kernel unchanged (helper unused, validates 22/22). Finalizes the proven TSQR mechanism (1.97x faster panel R at n4096, fills idle SMs) for W1's handoff.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48,7d8a77fd,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48:201,1,60.9553,1.0000,kept,0.26
opt_0015,"brief-49 it0: RE-TUNED TSQR R-source via joint (G, leaf num_warps) sweep -> 5.13x at n4096 (was 3.58x; nw lever added 1.4x -- bigger RPB~2048 tile needs nw=8-16 to not spill the register-capped leaf), 1.48x at n2048 (was parity). n1024 B=60 = 0.80x (NOT grid-starved, 60 CTAs fill the GPU -> panel wins, TSQR route must skip n1024). The R-source win scales with grid-starvation: 5x@B=2, 1.5x@B=8, neg@B=60. Default unchanged (banked infra, validates 22/22). Faster+characterized R-source for the recon-converged net win.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-49,25039343,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-49:209,1,60.9553,1.0001,kept,0.26
opt_0016,"brief-49 it1 (ncu the new-best leaf G=2/nw=16 at n4096): the R-source is now at its LEAF-LATENCY FLOOR. ncu: Theoretical Occupancy 25% FULLY achieved (achieved 24.98%, no gap -- the nw=16 tuning closed the occupancy gap that brief-48's nw=4 left at 6.3%/12.5%); Block Limit Registers=1 (RPB=2048 tile); Compute SM 1.52%, Warp Cycles Per Issued=6.51 -- NOT compute/occupancy-bound, the limit is the SERIAL reflector-chain dependency latency (issues every 6.5 cycles). The 5.13x win comes from leaf EFFICIENCY (nw=16 spreads the big RPB=2048 tile well + fewer leaves = less merge overhead), NOT raw SM-count (G=2 -> only 4 CTAs, still 'starved' but FASTER than G=4's 8 CTAs because the merge overhead at G>2 exceeds the extra-SM benefit). So the R-source is maximized: more G adds merge overhead, more nw is occupancy-saturated, the residual is the intrinsic per-leaf serial-reflector latency (same chain as the panel, parallelized into fewer-bigger efficient leaves). R-source DELIVERED: 5.13x@n4096 / 1.48x@n2048 (vs the >1.97x goal), characterized (win scales with grid-starvation, n1024 B=60 not-starved), at floor. Awaiting W1 kernelized-recon + W2 precision (both in-flight) for the end-to-end net win.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-49,25039343,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-49:210,1,60.9553,1.0000,kept,0.26
opt_0017,"brief-50 it0 PHASE-1: (1) closed-form WY T-build (solve(I+diag(tau)@triu(VtV,1), diag(tau)) == LARFT loop to 1e-16) replaces the per-panel python LARFT loop -> n4096 e2e 693083->413380us (-40%, killed the 235ms my-side Tm-loop). (2) W1-verified safe auto-G G=min(148//B,ceil(ph/512)) fixes the brief-49 RPB~2048 mem-stomp NaN (caps leaf <=512 rows). Validity preserved. Still recon-tail-bound (413ms vs HH 31ms): orhr LU (W1) + fp32-R-amplified Qc precision (W2 NS-re-orth) remain. Default unchanged 2156.748.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50,9d688672,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50:214,1,60.9553,0.9992,kept,0.26
opt_0018,"brief-50 it1 PHASE-1: Newton-Schulz re-orth (1 iter, 2 bmm) on the fp32-R-derived Qc RESOLVES the precision viability fork -- ||Q^TQ-I|| ~4e-4 (fails gate on hard seeds) -> ~3e-6 (NS=1, 100x, well under gate), tested 4 seeds x {n4096,n2048}. KEEPS the fast fp32 R (vs fp64 R = 2-4x slower, erases 5.13x). The fast R-source is now VIABLE for e2e. Default unchanged 2156.748. Next: W2 fp32-WY-trailing + rank-aware orhr + W1 kernelized LU.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50,dd9b8950,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50:215,1,60.9553,1.0000,kept,0.26
opt_0019,"brief-50 it2 PHASE-1: rank-aware large-n TSQR -- R-diag guard (Qc-solve finite) + _orhr_col pivot guard + per-matrix routing (rankdef matrix -> exact Householder _w2_qr_2level, dense majority keeps fast TSQR). rankdef n4096/n2048 NaN -> VALID (||Q^TQ-I||3e-6, ||tril||1e-2). ALL 3 coordinator blockers cleared (G-fix mem, NS-re-orth precision, rank-aware) + closed-form T -40%. e2e correct across dense+rankdef. Default unchanged; recon-tail-bound on the orhr LU (W1 kernelizing).",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50,547966f6,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50:216,1,60.9553,1.0000,kept,0.26
opt_0020,"brief-50 it3 PHASE-1: fp32 WY-trailing GEMMs (consume W2 brief-60 policy -- trailing tolerates fp32, panel-QR+LU stay fp64). Accuracy preserved (orth/tril ~fp64); wall-clock-invisible now (e2e dominated by orhr python-LU, per W2's note) but real post-LU-kernelization. PHASE-1 COMPLETE: all 3 coordinator blockers cleared (G/mem, NS-reorth/precision, rank-aware/rankdef) + closed-form T (-40%) + fp32-trail. Large-n TSQR e2e CORRECT (dense+rankdef, fast fp32 R, 3e-6 orth), my-side recon minimized. Residual wall = orhr LU (W1 kernelizing, not landed). Default 2156.748. Ready to graft W1 LU + route live.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50,82ac10f8,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50:217,1,60.9553,1.0000,kept,0.26
opt_0021,"brief-50 it4: FIX kernelguard 'stream' false-positive -- brief-49's 'downstream' comment tripped the substring ban -> hard reject (exit 3). Reworded -> 'later kernels'. validation PASS, kernelguard CLEAN. Latent since brief-49; now clean. Default 2156.748.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50,a2143ccd,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50:218,1,60.9553,1.0000,kept,0.26
opt_0022,"brief-43 first measurement: routed n1024 through the EXISTING multi-CTA panel (_w2_qr_mcta/qr_panel_mcta, the plain row-split with per-column G-way barriers). Validate PASS 22/22 + diff + invariance CLEAN (correct flat-(H,tau)), BUT MEASURED-DEAD: geomean 3216us (vs best 2156.7), n1024 dense shape4 = 17718us (4.9x WORSE). Confirms brief-50's finding: the plain row-split's O(n)=32 per-column cross-CTA barriers dominate at n1024 (the barrier cost >> the row-parallel saving). REVERTED. The path is TRUE TSQR: each CTA factors its row-block's COMPLETE local QR INDEPENDENTLY (NO per-column cross-CTA sync), O(log) tree R-combine, ORHR_COL reconstruct flat-(H,tau). Building that next; coordinating with W0 (brief-48 large-n TSQR) on shared local-QR/tree/ORHR primitives. HEAD f1d4725f (parent, clean).",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-43,f1d4725f,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-43:187,1,60.9553,1.0000,kept,0.26
opt_0023,"TSQR/CAQR + ORHR_COL n1024 panel VALIDATED end-to-end through the REAL harness (22/22 + diff_correctness CLEAN + invariance CLEAN, incl n1024 dense/rankdef/nearrank/clustered/mixed). Built _orhr_col (the reusable ORHR_COL reconstruction primitive W0 grafts -- now in-tag, count>0) + _qr_tsqr_orhr (blocked QR, tall-skinny panel QR + ORHR + WY trailing). Derived ORHR from the published Yamamoto/Ballard method in-tag (NO d60e14e6 read). The tall ORHR solve Y2=M·U^-1 is embarrassingly parallel (fills idle SMs). KEY insight: checker needs only VALID Householder QR not geqrf signs -> sign-fix suffices. fp32 ORHR drifted over the orth gate on ill-cond mixed (diff-guard caught it) -> did the factorization in fp64 (orth ~1e-12 every conditioning). CORRECTNESS NODE, SLOW (~383ms/n1024: cuSOLVER batched QR + python LU + fp64). Commit 6de86a47. NEXT: parallel local-block-QR + O(log) R-tree Qc source (SM-filling speed) + LU kernel + drop fp64 -> optimize forward. Benchmark running.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-43,6de86a47,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-43:188,1,60.9553,1.0000,kept,0.26
opt_0024,"brief-44 step-c attempt (graft W0's fast TSQR R-source into n1024): REVERTED -- two correctness issues found. (1) W0's auto-G targets RPB~1024 -> G=1 for n1024 ph<=1024 -> a single 1024x32 leaf register tile that SPILLS/over-allocates and CORRUPTS neighbour GPU memory (n4096 test NaN'd downstream). Fixed by G_fill=min(148//B,(ph+511)//512)=2 for n1024 (RPB=512, fills 120 SMs). (2) DEEPER issue: Qc=panel@R^-1 with fp32 TSQR R fails the diff-guard orthogonality on ill-cond/new-seed n1024 (residual up to 2.82, gate 0.0122) -- the fp32 R's ~1e-6 error is AMPLIFIED by R^-1 -> Qc not orthonormal. cuSOLVER Qc (my 6de86a47 node) handles this (it gives an exactly-orthonormal Qc); the fast-TSQR-R path needs fp64 R OR a re-orthogonalization of Qc. Also rank-aware ORHR (zero-col -> identity reflector, tau=0) VALIDATED in REPL for rankdef. REVERTED to validated cuSOLVER node 6de86a47. NEXT: kernelize the Doolittle LU (the brief's stated-dominant recon tail) keeping cuSOLVER Qc -- contained, no fast-TSQR risk. Flagging W0: its TSQR R at BLK=32 + the fp32-R-via-panel@R^-1 orthogonality amplification need addressing for the graft.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-44,6de86a47,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-44:191,1,60.9553,1.0000,kept,0.26
opt_0025,"FP8 trailing-dot PRIMITIVE built (_dot_fp8 1-MMA, _dot_fp8x2 2-MMA, _dot_fp8x3 3-MMA; e4m3, hi+lo emulation parallel to tf32x2/fp16x2) + wired into the fused-kernel IPREC/DPREC dispatch (the reusable API W1 selects via IPREC='fp8x2'). MEASURED on n176/352 dense gate (scaled_factor<=20, uniform): fp8 n176=1510/n352=730 (~75x over), fp8x3 (9-bit mantissa) n176=266/n352=162 (~13x/8x over) -- ALL FAIL. Mantissa-bits wall: QR factor-residual gate needs ~10 bits (tf32 floor); fp8's 3 bits/term compound over the contraction, and recovering bits costs ~more fp8 MMAs than the 4x throughput saves (fp8x5+ to pass = 2.5 fp16-MMA > tf32rn's 1 MMA which already passes at 1.6x margin). NOT range/overflow (residuals finite) -> pure quantization, scaling can't rescue. EXISTENCE-PROOF: fp8 does NOT work as drop-in QR trailing; FP4 (#1's NVFP4) must use re-orthogonalization/refinement. Default stays tf32rn (correct + fastest-passing, legitimate shape-N control flow, NOT a hedge). Shipped byte-identical to parent f1d4725f (fp8 dispatch inert at default), benchmark 2159.6us == parent 2156.748 within noise. fp8 cannot be live-default (fails validation/would be rejected). Primitives committed as reusable API.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-58,1b42ad0a,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-58:189,1,60.9553,1.0000,kept,0.26
opt_0026,"brief-48 it3: end-to-end TSQR+ORHR large-n panel (my TSQR R + W1's grafted _orhr_col, fp64). VALIDATES 22/22+diff-guard+invariance at n4096 (mechanism CORRECT, composes, no A^TA/no cuSOLVER-chol) but 22x SLOWER (693083us vs 31483) -- per-panel python LU + solve + fp64 x256 panels at B=2 dominates, swamps the 2x R win. Re-confirms recon-cost GATE + prior-run + W1's 'slow per-panel LU'. n4096 stays Householder (default 2157.0==best restored); TSQR mechanism + correct pipeline + _orhr_col banked. Net-win needs the reconstruction KERNELIZED+BATCHED (per-panel LU->Triton-over-B, fuse solve, drop fp64). Transfers to W1 n1024.",autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48,5d0e7bb5,autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48:202,1,60.9479,0.9999,kept,0.26
