branch,trials,duration_seconds,trials_per_hour,gap_count,max_gap_seconds,improvement_pct_total
autocuda/optimize/2026-07-03-13-39-25/brief-47,21,3317,21.71,0,366,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-48,2,552,6.53,0,552,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-49,51,12616,14.27,2,1302,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-5,59,10376,20.12,1,737,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-50,20,4337,15.77,0,590,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-51,23,4906,16.14,0,446,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-52,2,96,37.31,0,96,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-53,52,11288,16.26,0,582,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-54,12,3443,11.50,1,608,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-55,69,17822,13.74,2,803,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-56,17,3408,16.90,0,364,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-57,67,18461,12.87,4,879,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-58,12,3645,10.86,2,716,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-59,2,90,40.19,0,90,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-6,25,3770,22.92,1,720,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-60,24,7552,10.96,1,1423,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-61,82,26237,11.11,7,1120,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-62,46,15039,10.77,3,954,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-63,73,19830,13.07,3,1036,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-64,54,14742,12.94,1,981,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-65,6,975,18.45,0,243,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-66,8,1284,19.62,0,269,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-67,67,18833,12.62,2,764,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-68,51,13025,13.82,0,543,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-69,36,8652,14.56,0,524,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-7,53,14457,12.95,2,922,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-70,30,5045,20.69,0,448,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-71,31,8966,12.05,3,1081,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-72,37,10602,12.22,1,699,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-73,34,8697,13.66,1,751,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-74,9,2374,12.13,1,803,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-75,11,2532,14.22,0,424,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-76,24,7042,11.76,1,941,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-77,8,1415,17.80,0,236,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-78,41,10799,13.33,0,509,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-79,40,11909,11.79,1,643,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-8,48,10132,16.70,1,670,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-80,39,11110,12.31,0,526,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-81,33,8703,13.24,3,804,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-82,43,11592,13.04,1,1017,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-83,18,4285,14.28,0,495,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-84,10,1872,17.30,0,276,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-85,11,2333,15.43,0,340,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-86,11,2289,15.73,0,344,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-87,16,2742,19.69,0,567,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-88,26,5685,15.83,0,585,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-89,47,26542,6.24,7,9307,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-9,9,2222,12.96,0,392,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-90,37,8712,14.88,2,755,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-91,83,27440,10.76,11,1813,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-92,56,19187,10.32,7,1426,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-93,12,5967,6.64,3,749,+0.00
autocuda/optimize/2026-07-03-13-39-25/brief-94,0,0,0.00,0,0,+0.00
