branch,duration_seconds,build_calls,non_build_calls,bench_calls,tool_call_breakdown,input_tokens,output_tokens,cached_input_tokens,cache_creation_input_tokens,compactions,estimated_cost_usd
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-35,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-36,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-37,25,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-38,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-4,7306,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-40,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-41,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-42,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-43,1127,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-44,20582,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-45,668,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-46,3951,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-47,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-48,1585,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-49,288,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-5,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-50,1954,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-51,146,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-52,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-53,790,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-54,1698,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-56,6588,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-57,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-7,3653,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-0-brief-9,3610,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-0,8806,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-1,9281,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-10,2077,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-11,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-12,3177,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-13,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-14,214,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-15,4876,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-17,3259,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-18,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-19,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-2,7287,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-22,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-23,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-24,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-25,266,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-26,11011,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-27,322,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-28,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-29,175,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-3,2273,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-30,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-31,4648,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-32,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-33,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-34,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-35,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-36,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-37,4883,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-38,2936,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-39,1853,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-4,2792,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-40,1086,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-41,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-42,2319,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-43,1416,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-44,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-45,1136,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-46,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-47,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-48,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-49,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-5,3281,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-50,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-51,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-52,1212,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-53,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-54,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-55,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-1-brief-8,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-0,7305,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-1,4684,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-10,3755,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-11,96,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-13,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-15,3406,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-16,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-18,6256,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-19,292,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-21,3244,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-22,460,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-23,565,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-25,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-27,1025,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-3,1646,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-33,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-35,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-36,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-37,1561,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-39,7211,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-4,2733,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-40,842,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-41,3025,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-42,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-43,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-44,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-45,2002,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-46,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-47,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-48,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-49,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-5,1932,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-50,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-51,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-52,12255,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-53,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-54,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-55,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-57,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-58,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-59,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-60,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-61,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-62,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-63,255,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-64,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-65,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-66,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-67,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-68,813,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-69,1973,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-70,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-8,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-2-brief-9,2225,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-0,14300,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-1,853,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-10,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-11,651,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-12,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-13,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-14,360,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-15,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-16,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-17,1023,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-18,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-19,2165,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-2,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-20,1627,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-3,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-4,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-5,3990,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-6,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-7,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-8,0,,,,,,,,,,
autocuda/optimize/2026-06-22-09-10-03-qr_v2/worker-3-brief-9,0,,,,,,,,,,
