timestamp,brief_id,parent_commits,brief_kind,description
2026-06-30T05:52:42.082347,27,b050aa334c9a7b9bf6b8d3ded091e9af90411fe1,macro,"Kill the host-device SYNC and the reorder COPY in the n=512/1024 trailing update with a DEVICE-SIDE per-matrix-routed trailing epilogue. A sibling measured the current path pays: a classify->.item() route that DRAINS the pipeline (host reads n_well to pick GEMM batch counts) plus a mandatory ~208us input copy + mixed reorder gather (~433us, HBM-bound) because cuBLAS factors out-of-place and needs the well-conditioned matrices gathered contiguous. Replace it: run the trailing update as a single custom batched kernel that, per matrix, applies V T^T V^T C in TF32 (well) or FP32 (ill) using the per-matrix class flag IN-KERNEL (no host n_well, no gather/scatter, no .item() sync) — write results in place. This removes the host sync AND the reorder copy at once (the sibling's open direction). Remote-safe: default stream only, NO non-default CUDA queue, do NOT write or obfuscate the substring 'stream' anywhere incl. comments. FP32 panel unchanged; keep n!=512/1024 as parent (b050aa33). Validate all 22 tests + 3 guards."
2026-06-30T06:25:15.567754,28,b050aa334c9a7b9bf6b8d3ded091e9af90411fe1;dc3a016e09bbfd70eeef6215de0439e707034621,combine,"COMBINE the current best (brief 24 HEAD b050aa33, 4358us — has n=2048->cluster-K=8 routing) with brief 25's n=352 tuning (dc3a016e): brief 25 cut n=352 1617->1424us (-12%) by a 256-thread dispatch tier launching panel_factor_kernel<256> with cb=32 (constants _NB_352=32, _PANEL_THREADS_352=256). It's a 28-insertion/5-deletion orthogonal diff on the separate n=352 blocked-panel path, byte-identical elsewhere — but brief 25 forked the OLD best (250a694c) so its win isn't in the current best (which added n=2048-routing after). Apply brief 25's 28-line n=352 delta onto b050aa33; keep n=2048 cluster routing and all else exactly as the current best. Expected ~4358 -> ~4330us. FP32, no 'stream' substring. Re-measure min-of-3 (bimodal/contended — verify n=512 sentinel ~8.7k looks clean)."
2026-06-30T06:36:54.561783,29,b050aa334c9a7b9bf6b8d3ded091e9af90411fe1,macro,"TSQR (communication-avoiding Householder) row-block panel for n=2048/4096 to break the cluster.sync WALL. Two siblings established: the cooperative-cluster panel is hard-walled (K=16 hardware cap, 6.25% occupancy, latency-bound on a per-column cross-CTA cluster.sync that CANNOT be removed — replacing it hangs). TSQR is the only structure past it: split the tall m-panel into independent ROW-BLOCKS, each CTA factors its block's QR with ZERO cross-CTA sync, then combine the small R-blocks pairwise up a reduction tree (log(#blocks) syncs total, not per-column). Reconstruct geqrf-exact (H,tau) via the worker-13-VERIFIED direct column-recurrence HR (recon err 3.8e-15). Big advantage over CholeskyQR (brief 23): TSQR-HR is backward-stable for ALL conditioning (exact Householder) so it needs NO per-matrix routing and handles the ill-conditioned n=2048 rankdef / n=4096 shapes natively. All-GEMM trailing on tensor cores (loose budget ~5e-3/1e-2). FP32 reconstruction. Keep n<=1024 as parent (b050aa33). Avoid the substring 'stream' anywhere incl. comments."
2026-06-30T06:46:01.815281,30,b050aa334c9a7b9bf6b8d3ded091e9af90411fe1,macro,"Route n=1024 B=60 onto the cooperative cluster panel — it is WORK-STARVED on the single-CTA path (only 60 matrices = 60 CTAs on 148 SMs), exactly like n=2048 B=8 was before brief 24 routed it to the cluster for a 1.26x shape win. The K-by-batch law: n=4096 B=2->K=16, n=2048 B=8->K=8, so n=1024 B=60 wants a SMALL K (2-4) — fewer CTAs/matrix, more matrices resident. Add n=1024 to the cluster-routed set with a swept small K; the cluster panel is FP32 Householder (stable all conditioning) and the trailing is TF32 (budget ~2.4e-3, safe). This is the same proven mechanism that won n=2048; n=1024 is 3 of 12 shapes (n=1024 dense/mixed/nearrank). Keep n=512/tiny-n/n=352/n=2048/n=4096 exactly as parent (b050aa33). NOTE: FP32 GEMM on B200 is SIMT not tensor-core, so the win here is OCCUPANCY/parallelism (filling idle SMs), not precision. Avoid the substring 'stream' incl. comments."
2026-06-30T06:46:01.854009,31,b050aa334c9a7b9bf6b8d3ded091e9af90411fe1,macro,"Widen the single-CTA panel block width nb beyond 32 on n=512/1024 to cut the panel-loop iteration count (n/nb panels, each = a panel kernel launch + a trailing GEMM). The panel kernel's SMEM buffers (red[MAXCB*16], wsh[MAXCB], the cb-wide T-factor) HARD-CAP cb at 32 — raise MAXCB to 48/64, restructure those SMEM buffers (or move T to a padded SMEM tile), and sweep nb in {32,48,64}. Fewer/wider panels = fewer trailing-GEMM launches and fewer panel-kernel launches (the panel is ~50-60% of n=512 time and launch/latency-sensitive). The 2-level IB micro-panel already makes wide cb viable WITHOUT the quadratic serial-trailing blowup (a sibling measured cb=32 2-level is 2.3x faster than cb=32 single-level), so wider nb should now pay. FP32 panel. Keep n!=512/1024 as parent (b050aa33). Avoid the substring 'stream' incl. comments."
2026-06-30T07:25:20.717918,32,d360cf577d2d0657d4fbca8d1f0d42033383f17b,macro,"n=176 B=40 still runs the fused tiny-n megakernel / default 128-thread path and is launch/overhead-bound (a sibling found the same regime at n=352 and won −12% via a 256-thread/cb=32 panel tier). Now that the 256-thread panel_factor_kernel<256> template is instantiated and proven cheap (brief 28), test routing n=176 through the wider blocked panel (256 threads, cb=32) instead of its current tiny-n megakernel OR retune the megakernel's thread count — whichever is faster per-shape. n=176 is launch-bound (40 matrices, GPU mostly idle) so the win is fewer/cheaper launches. Measure n=176 (shape 1, ~557us) directly. Keep n!=176 EXACTLY as parent (d360cf57 = the de-facto best with the n=352 win). FP32. NOTE: FP32 GEMM is SIMT on B200 so this is launch-overhead not precision. Avoid the substring 'stream' incl. comments."
2026-06-30T08:17:54.919196,33,d360cf577d2d0657d4fbca8d1f0d42033383f17b,macro,"Replace the per-panel cuBLAS strided-batched trailing GEMMs (n=512/1024, ~30-48% of time) with CUTLASS GROUPED/batched GEMM to cut the per-panel host launch count. Currently each of the n/nb panels issues separate torch.bmm calls (W=V^T C; C-=V T^T W) plus the per-matrix TF32/FP32 split — many small launches. CUTLASS grouped GEMM (KernelPtrArrayTmaWarpSpecialized, sm_100, GemmUniversalMode::kGrouped) does variable-per-group GEMMs in ONE launch across the whole batch, and supports per-group precision so the well(TF32)/ill(FP32) split can be expressed without a host gather/reorder. This is a library-substitution distinct from removing the host classify sync; it attacks the trailing GEMM launch overhead directly. Build against stock CUTLASS bundled with torch if available, else a custom batched-GEMM kernel that fuses the two trailing GEMMs + the V/T apply into one launch per panel. Keep panel FP32, n!=512/1024 as parent. Avoid the substring 'stream' incl. comments (CUTLASS warp-specialized is fine; just no non-default CUDA queue and no 'stream' text)."
2026-06-30T10:03:33.528114,34,082919481,macro,"PERSISTENT BATCH-WIDE WORK-QUEUE megakernel — a distinct parallelization shape (the opposite of the current per-matrix-CTA approach) attacking the universal OCCUPANCY STARVATION. Every shape that bottlenecks is occupancy-starved at low GPU util (n=176 0.27 waves/SM, n=352 0.07, n=512/1024 work-starved) because one CTA (or cluster) is pinned per matrix and idle SMs can't help. Instead: launch ONE persistent grid of ~148*k CTAs that pull (matrix, panel-step) work-items from a global atomic queue, so when one matrix's panel chain stalls on its serial barrier, the SM steals the next available panel from ANOTHER matrix — filling the idle SMs across the whole batch. Blocked Householder, FP32 panel, TF32 trailing. The cross-matrix work-stealing decouples occupancy from matrix-count. Start with the n=512 B=640 and n=1024 B=60 shapes (most matrices to steal across). This is a from-baseline structural departure (082919481) for search diversity. Avoid the substring 'stream' incl. comments; single default queue; stock libs only (load_inline, sm_100a)."
2026-06-30T10:46:19.224896,35,d360cf577d2d0657d4fbca8d1f0d42033383f17b,macro,"Raise n=1024 panel OCCUPANCY past 1 CTA/SM by tail-streaming the panel instead of caching all m rows in SMEM. A sibling profiled n=1024 as GPU-bound ~90% but stuck at 1 CTA/SM because the single-CTA panel keeps the FULL m=1024-row column resident in SMEM (~131KB/CTA → only 1 block/SM, the occupancy wall). Restructure the panel kernel to keep ONLY the active NB-wide sub-panel rows (or a fixed window) in SMEM and STREAM the tail rows from global memory per Householder column (cp.async double-buffer the row tiles), dropping SMEM/CTA below ~64KB so 2-3 CTAs/SM fit. More resident CTAs = the idle-SM occupancy the n=1024 B=60 shape (60 matrices/148 SMs) is starved for. This is distinct from raw nb-widening (which conserves work) — it attacks occupancy directly. FP32 panel. Keep n!=1024 as parent. Use the reusable ldv!=cb artifact from brief 31 if helpful. Avoid the substring 'stream' incl. comments (use 'pipe'/'feed in chunks'); single default queue; stock libs only."
2026-06-30T11:20:11.577484,36,d360cf577d2d0657d4fbca8d1f0d42033383f17b,macro,"HYBRID trailing update that removes the host sync + reorder WITHOUT replacing cuBLAS (which beats custom GEMM 3x — briefs 5/26/27). Currently n=512/1024 classify -> host n_well.item() -> gather well matrices contiguous -> 2 cuBLAS GEMMs (TF32 well group, FP32 ill group) -> inverse-permute. Instead: run the trailing GEMM (W=V^T C; C-=V T^T W) in TF32 over the WHOLE batch in ONE cuBLAS strided-batched call (no gather, no host n_well) — this is correct for the well-conditioned majority; THEN a small device kernel re-does ONLY the ill matrices (band/rowscale/mixed-ill, flagged by the existing device classify) in FP32 in place (recompute their trailing block at FP32 and overwrite). Ill matrices are the minority so the FP32 correction is cheap, and the bulk stays on fast cuBLAS TF32. Removes the ~448us reorder gather + the per-panel host .item() sync (the real overhead) while keeping cuBLAS GEMM throughput. Reuse brief-27's device per-matrix-flag infra. Default stream only; do NOT write or obfuscate the substring 'stream' incl. comments. FP32 panel. Keep n!=512/1024 as parent."
2026-06-30T12:09:03.530270,37,d360cf577d2d0657d4fbca8d1f0d42033383f17b,macro,"Cut the n=512 PANEL barrier-chain latency — the panel is now the proven bottleneck (62-64% of every n=512 shape; the trailing GEMM is optimal/exhausted, precision is exhausted). n=512 B=640 is SM-SATURATED so occupancy isn't the lever (3 CTAs/SM already, overlap proven not to help); the panel's cost is the SERIAL per-column chain: each of the nb columns does a __syncthreads-gated norm reduction + reflector broadcast + rank-1 trailing update, ~2 block barriers/column over nb columns. Attack that latency: (a) warp-specialized panel where warp 0 computes column k+1's reflector while the other warps apply column k's update (software-pipeline the column loop intra-CTA, hiding the reduction latency under the apply); and/or (b) replace the block-wide __syncthreads reductions with warp-shuffle reductions + a single named-barrier where only the cross-warp step needs it, cutting barrier count. FP32 panel (precision exhausted). Keep n!=512 as parent (d360cf57). Single default queue, no 'stream' substring incl. comments. Profile ncu barrier-stall % before/after."
2026-06-30T12:15:31.232550,38,d360cf577d2d0657d4fbca8d1f0d42033383f17b;4fb45eec6aa4a1e8b844404a42df8210d75dcfc8,combine,"COMBINE brief 30's n=1024 win (4fb45eec — single-CTA panel at threads=512 + UNIFORM TF32 trailing, skipping the per-matrix classify+argsort+gather; 1.093x geomean, n=1024 dense 1.39x/mixed 1.51x/nearrank 1.41x) onto the de-facto current best (d360cf57). Brief 30 measured the cluster is a NET NEGATIVE at n=1024 B=60 (the win is purely threads=512 + uniform-TF32, not the cluster). FIRST: integrate brief 30's n=1024 path (route n=1024 to single-CTA panel_factor<512> with uniform TF32 trailing — drop the cluster routing for n=1024). THEN extend the high-EV test: does uniform-TF32-WITHOUT-reorder also beat the parent's classify+gather split at n=512 B=640? Run the n=512 well-conditioned matrices' trailing as one whole-batch uniform TF32 cuBLAS GEMM (NO argsort/gather/inverse-permute), keeping ONLY band/rowscale/clustered (the matrices that fail TF32) on FP32 via a minimal device-flag correction. If the reorder overhead exceeds its benefit at n=512 like it did at n=1024, this wins 4 of 12 shapes. Per-matrix correctness must hold (invariance + diff_correctness 8 seeds). FP32 panel; no 'stream' substring."
2026-06-30T12:56:18.524968,39,d360cf577d2d0657d4fbca8d1f0d42033383f17b,macro,"TSQR row-block panel for n=1024 B=60 to fill the 88 idle SMs WITHOUT the per-column cluster.sync that made the cooperative cluster lose here. Two siblings pinned the n=1024 wall: B=60 gives only 60 CTAs for 148 SMs, so one-CTA-per-matrix can NEVER fill the GPU (occupancy-per-SM is irrelevant — it's CTA COUNT); but the cooperative cluster panel's per-column cluster.sync overhead exceeds its benefit at B=60. TSQR is the multi-CTA framing that avoids BOTH problems: split each matrix's tall m=1024 panel into P independent ROW-BLOCKS (P CTAs each factoring a row-slice with ZERO cross-CTA sync), combine R-blocks up a log-depth reduction tree (log2(P) syncs, not per-column), reconstruct geqrf-exact (H,tau) via the backward-stable LU-HR (brief 29 verified it: recon 3.8e-15, all conditioning, no per-matrix routing). 60 matrices × P row-blocks = 60*P CTAs fills 148 SMs. FP32 panel, TF32 trailing (budget ~2.4e-3). Keep n!=1024 as parent (d360cf57). Brief 29 owns n=2048/4096 TSQR — this is the n=1024-specific tuning (P, row-block size, tree depth for B=60). Avoid the substring 'stream' incl. comments."
2026-06-30T15:25:10.801319,40,6d356551a207cbb0d66b8897d5160a53692a83a1,macro,"A/B the single-CTA-panel<512> + UNIFORM-TF32-trailing lever (which won n=1024 by 1.44-1.60x by dropping the per-matrix classify/argsort/gather reorder) against the cooperative CLUSTER panel currently used for n=2048 B=8 and n=4096 B=2. The cluster was chosen for these work-starved shapes, but a sibling showed at n=1024 that the per-matrix reorder overhead + threads=128 cost MORE than the cluster's benefit — the win was single-CTA panel at threads=512 + uniform TF32. Test whether the SAME simpler lever beats the cluster at n=2048/4096: route n=2048 and n=4096 to the single-CTA blocked panel at threads=512 (or swept) with uniform TF32 trailing (budget loose: ~5e-3 at 2048, ~1e-2 at 4096, so uniform TF32 safe for ALL conditioning there) instead of _blocked_qr_cluster. If the cluster's per-column cluster.sync overhead exceeds its occupancy benefit even at B=8/B=2 (as it did at B=60), the simpler path wins. Back-to-back A/B vs the cluster (current n=2048 ~15k, n=4096 ~31k clean) + nsys total-GPU-time. Keep n!=2048/4096 as parent. FP32 panel; no 'stream' substring."
2026-06-30T16:02:37.096381,41,6d356551a207cbb0d66b8897d5160a53692a83a1;3cf1cd5f3dfe04da66ab84b439164b2545553dc5,combine,"COMBINE the n=1024-win best (6d356551: single-CTA panel<512>+uniform-TF32, n=1024 1.44-1.60x) with brief 37's n=512 PANEL speedup (3cf1cd5f: panel_factor_kernel_512 templated <LB,IB>, barrier chain cut 5->3/column via fused-next-column-norm + single-barrier w-combine — a contention-immune 1.314x on the n=512 panel kernel, the biggest absolute shape group, 4 of 12 shapes). The two wins are ORTHOGONAL (n=512 panel-internal barriers vs n=1024 routing/threads) and stack cleanly. Apply brief 37's panel_factor_kernel_512 routing for n=512 on top of 6d356551, keeping the n=1024 single-CTA<512>+uniform-TF32 path and all else. Both bit-identical correctness; re-measure with panel/total-cutlass ratio + back-to-back A/B. No 'stream' substring."
2026-06-30T16:02:37.134792,42,6d356551a207cbb0d66b8897d5160a53692a83a1,macro,"WIDE-nb panel at n=4096 with TF32 trailing — the one regime where widening nb PAYS. A sibling proved widening the panel block-width nb conserves total O(n^3) work by MOVING it from the panel kernel into a WIDER trailing GEMM, and that loses at n=512 because the tight factor budget (~1.2e-3) forces the trailing GEMM to FP32 (cutlass SIMT). BUT at n=4096 the budget is LOOSE (~1e-2), so the wider trailing GEMM can run TF32 (cutlass TENSOR-CORE, ~2x faster than FP32-SIMT). So at n=4096 wide-nb shifts work from the serial FP32 panel into a fast TF32 tensor-core GEMM — a net win the tight-budget shapes can't get. Test n=4096 (currently cluster ~31k): single-CTA blocked panel with WIDE nb (64/128/256, needs MAXCB raised + the brief-31 ldv!=cb artifact) + uniform TF32 trailing, A/B vs the cluster. Fewer/wider panels + tensor-core trailing. FP32 panel; keep n!=4096 as parent. No 'stream' substring."
2026-06-30T16:02:57.433442,43,6d356551a207cbb0d66b8897d5160a53692a83a1,macro,"Pack MULTIPLE small matrices per CTA at n=176/352 to fill the idle GPU. These shapes are latency-bound at very low occupancy (n=176 0.27 waves/SM, n=352 0.07, GPU 73-95% idle) because one CTA factors one matrix and there are only 40 matrices. Instead assign K matrices (e.g. 2-4) to each CTA — each warp-group factors a different matrix's panel concurrently within the same CTA, so a CTA's barrier-stall on matrix A overlaps with progress on matrix B, and the 40-matrix batch maps to 40/K CTAs but each does K-way independent work raising per-SM utilization. This is the small-matrix batched-factorization shape (one CTA, multiple matrices, warp-per-matrix or warpgroup-per-matrix) that MAGMA uses for tiny batched QR. Targets n=176 (~557us) and n=352 (~1424us); keep n>=512 as parent (6d356551). FP32. Validate the per-matrix correctness carefully (each matrix independent). No 'stream' substring; stock libs load_inline sm_100a."
2026-06-30T17:14:48.711442,44,6d356551a207cbb0d66b8897d5160a53692a83a1;2a3e0be0f5d34fb671207c4129e5c166e8fc40e6,combine,"Route brief 37's BARRIER-OPTIMIZED panel kernel to n=1024 (it currently only fires for n=512). Brief 37 (2a3e0be0) built panel_factor_kernel_512 that cut the per-column barrier chain 5->3 (fused next-column-norm + single-barrier w-combine) for a contention-immune 1.314x on the n=512 panel — and the panel is ALSO ~62% of n=1024 (the de-facto best 6d356551 runs n=1024 on single-CTA panel_factor<512>+uniform-TF32, where the panel is 85% of n=1024 time). The same barrier-shortening should help n=1024's panel. Generalize brief 37's panel_factor_kernel_512 (or its barrier-cut technique) to n=1024 too: the fused-norm + single-barrier-w-combine are n-independent. Keep brief 37's n=512 routing AND parent A's n=1024 single-CTA<512>+uniform-TF32, just swap n=1024's panel kernel for the low-barrier one. Needs its own correctness pass (n=1024 nearrank/mixed). MEASURE with absolute nsys panel-kernel-time (throttle-STABLE for this latency-bound kernel; the panel/cutlass ratio DRIFTS — use absolute). FP32; no 'stream' substring; all guards CLEAN."
2026-06-30T17:24:27.932073,45,19ebe6249ffe6a340dfec90cee6dc85bdc9e90a3,macro,"Raise n=512 panel occupancy past 3 CTAs/SM now that the barrier-optimized panel_factor_kernel_512 changed the kernel's resource profile. A sibling found n=512 B=640 runs at 3 CTAs/SM, capped by the panel's SMEM footprint P=(m+1)*cb; the barrier-shortening (brief 37) may have changed register/SMEM usage. Profile the new panel_factor_kernel_512's ncu Block-Limit-SMEM / Block-Limit-Registers / achieved-occupancy, then SHRINK whichever caps it — reduce the resident SMEM panel (the cb-wide reduction scratch, the T-factor tile, or stream fewer rows) and/or register pressure — to fit 4 CTAs/SM. At B=640 (640 matrices, 148 SMs) more CTAs/SM = more co-resident matrices = better latency hiding of the serial panel chain (the inter-CTA hiding brief 26 showed is what makes n=512 fast). FP32 panel. Keep n!=512 as parent (19ebe6249). MEASURE absolute nsys panel-kernel-time (throttle-stable) + ncu achieved-occupancy before/after. No 'stream' substring; all guards CLEAN."
2026-06-30T18:09:23.867268,46,19ebe6249ffe6a340dfec90cee6dc85bdc9e90a3,macro,"Cut the n=512/1024 trailing update from 3 cuBLAS bmm launches per panel to 2 by fusing the final subtract into a GEMM epilogue. Per panel the trailing update does W=V^T C (bmm1), W=T^T W (bmm2 or trmm), C -= V W (bmm3). The GEMMs are individually optimal (cuBLAS, confirmed unbeatable) — but each is a separate launch, and the panel loop runs n/nb of them. Fuse C -= V W into bmm3 via torch.baddbmm(C, V, W, beta=1, alpha=-1) so the subtract is the GEMM epilogue (already likely done — verify), AND fold the T^T W (bmm2) into bmm1 or bmm3 where possible: e.g. precompute V·T once (or T^T into the first contraction) so the three contractions become two. This is launch-overhead/orchestration reduction, NOT replacing the GEMM kernel (custom GEMM loses, 5× confirmed). Also try issuing the W=V^T C and the next panel's independent work so the scheduler overlaps them on the DEFAULT queue (no extra stream). Measure with nsys total-GPU-time + back-to-back A/B. FP32 panel; keep n!=512/1024 as parent; no 'stream' substring incl. comments."
2026-06-30T18:26:42.068607,47,19ebe6249ffe6a340dfec90cee6dc85bdc9e90a3,macro,"Lift the n=176 fused megakernel's occupancy from 1 to 2 CTAs/SM via a COLUMN-EVICTING WINDOWED layout. n=176 is the one genuinely SM-starved shape: its full-matrix megakernel caches the whole 176x176 FP32 matrix in SMEM (124KB/CTA → only 1 CTA/SM, 0.27 waves/SM, GPU 73% idle), and packing 2 matrices is impossible (248KB > 228KB cap). Instead keep ONE matrix per CTA but DON'T hold all 176 columns resident: process the blocked Householder with only an active window of columns in SMEM (e.g. the current nb-panel + already-factored columns evicted to global), dropping peak SMEM below 114KB so 2 CTAs/SM fit. More co-resident CTAs = latency hiding of n=176's serial barrier chain (40 matrices on 148 SMs, the GPU is idle). The trailing update for evicted columns reads from global. A sibling found the SMEM-drop occupancy lever did NOT help n=1024 (CTA-count-limited there) — but n=176 is DIFFERENT: it IS 1-CTA/SM-limited (124KB), so freeing SMEM genuinely doubles occupancy. FP32. Keep n!=176 as parent (19ebe6249). Measure absolute nsys panel-time + ncu achieved CTAs/SM before/after. No 'stream' substring; all guards CLEAN."
2026-06-30T18:46:19.617699,48,19ebe6249ffe6a340dfec90cee6dc85bdc9e90a3,micro,"Re-tune the n=2048/4096 cooperative-cluster panel knobs (K, cb, mhyb, threads) on the current de-facto best. A sibling confirmed the cluster is the keeper for n=2048 B=8 and n=4096 B=2 (beats single-CTA 1.15x/1.71x) AND that its current K=8(n2048)/K=16(n4096), cb, and mhyb were swept on an OLDER/slower panel base, never re-measured on the faster current base (19ebe6249, which has the barrier-shortened panel + n=352/n=1024 wins). The cluster panel_factor_cluster_kernel is 61-67% of these shapes' time — its biggest cost. Re-sweep on the current base: K (n2048: 4/6/8/12; n4096: 12/14/16=hw-cap), cb (12/16/20/24), mhyb (128/256/384/512), threads (256/512), to find the now-optimal config. Use the contention-immune nsys per-solve-batch time (raw benchmark sign-flips under fleet contention). FP32 panel, TF32 trailing (loose budget safe). Keep n<=1024 + tiny-n as parent. No 'stream' substring; all guards CLEAN."
2026-06-30T20:15:24.043880,49,19ebe6249ffe6a340dfec90cee6dc85bdc9e90a3,macro,"Eliminate the n=512 B=640 classify host-sync. nsys shows the per-matrix conditioning classify's .item() forces a cudaStreamSynchronize = 1.76ms = 86.5% of n=512 API time: a host-GPU serialization barrier that stops the GPU running ahead into the next panel/trailing. Drive the well/ill trailing-precision routing ENTIRELY device-side with no host round-trip (a device-built partition/index feeding one variable-precision trailing pass), OR adopt a gate-safe uniform trailing precision (2xTF32 is the measured floor that passes all conditioning classes) that deletes the classify entirely. Target the host-device-sync / launch-overhead bottleneck on the highest-batch shape. Prior device-flag-classify attempts live on this tag's brief-27/36 branches (readable) - re-attack with this fresh profiler evidence. Contention-immune nsys A/B; keep (H,tau) geqrf-exact; all guards + 22 tests clean; single default queue; no 'stream' substring."
2026-07-01T00:29:40.217237,50,4adcb2dd835d4dadd721f05a573366623a8d4315;36c279c987484682f1789bc48c0ece1b854dd4b8;180169e89225aaa049e6c8805606fb9c2b78ca76;b29d7a7d9a714daecc61c25b35ede4f29691104a,combine,"Combine all four measured wins (all branched off the same base 19ebe6249, each targeting a mostly-disjoint shape) into one final kernel. Integrate: (b49 4adcb2dd) the n=512 zero-sync device-routed trailing update — device bool classify + custom ill_trailing_fp32 early-exit kernel + whole-batch cuBLAS TF32, eliminating the .item() cudaStreamSynchronize that was 90% of n=512 API time (+17.7% n512 dense); (b44 36c279c9) the n=1024 low-barrier panel_factor_512<LB,IB> routing (1.22x at n=1024); (b45 180169e8) the n=512 panel_factor_512 SMEM tightening that lifts the j=0 panel 2->3 CTAs/SM (-7.2% panel); (b48 b29d7a7) the n=2048/4096 cluster mhyb 256->768 crossover knob (-2.6%/-1.3%). WATCH the overlap: b45 (n=512 panel/factorization SMEM sizing) and b49 (n=512 trailing/update classify+ill kernel) BOTH live in the n=512 path — they are different solve phases and should compose, but both edited the n=512 dispatch/routing, so verify both survive together and each shape keeps its win. All four preserve geqrf-exact (H,tau); keep every non-owned shape byte-identical to its source. Verify with contention-immune nsys per-shape A/B against each parent + the full 22 tests + offgrid/invariance/diff_correctness guards CLEAN. Single default CUDA queue; no 'stream' substring."
