branch,trials,duration_seconds,trials_per_hour,gap_count,max_gap_seconds,improvement_pct_total
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-61,4,2939,3.68,3,1234,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-62,4,2585,4.18,3,1134,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-63,4,2105,5.13,3,778,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-64,3,1268,5.68,1,852,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-65,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-7,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-8,2,539,6.68,0,539,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-0-brief-9,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-0,6,3064,5.87,2,1307,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-1,3,2044,3.52,2,1441,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-10,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-11,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-12,4,2274,4.75,2,928,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-13,3,1091,6.60,1,693,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-14,3,1408,5.11,1,965,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-15,4,2237,4.83,2,871,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-16,3,868,8.30,1,634,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-17,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-18,3,1112,6.48,0,579,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-19,3,1473,4.89,2,740,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-2,4,1555,6.94,2,639,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-20,4,1584,6.82,2,677,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-21,3,938,7.67,1,686,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-22,4,2210,4.89,3,858,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-23,3,1207,5.97,1,674,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-24,4,2100,5.14,3,722,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-25,2,830,4.34,1,830,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-26,3,1105,6.51,1,655,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-28,2,1121,3.21,1,1121,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-29,2,496,7.26,0,496,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-3,6,4187,4.30,3,1404,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-30,2,662,5.44,1,662,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-31,3,775,9.30,0,406,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-32,3,1258,5.72,1,844,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-33,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-34,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-35,2,894,4.03,1,894,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-36,2,1450,2.48,1,1450,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-37,3,1910,3.77,2,1067,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-38,3,934,7.71,0,508,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-39,3,1259,5.72,1,704,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-4,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-40,2,630,5.71,1,630,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-41,2,807,4.46,1,807,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-42,2,799,4.50,1,799,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-43,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-44,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-45,4,1440,7.50,1,642,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-46,2,703,5.12,1,703,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-47,2,742,4.85,1,742,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-48,4,2768,3.90,2,1488,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-49,2,793,4.54,1,793,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-5,4,1550,6.97,1,721,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-50,2,576,6.25,0,576,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-51,2,626,5.75,1,626,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-52,3,1833,3.93,2,972,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-53,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-6,4,1478,7.31,0,569,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-7,3,500,14.39,0,262,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-8,2,1545,2.33,1,1545,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-1-brief-9,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-0,4,1522,7.10,1,994,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-1,6,3012,5.98,3,941,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-10,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-11,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-12,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-13,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-14,3,1164,6.19,1,602,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-15,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-16,4,2118,5.10,3,743,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-17,3,1120,6.43,0,561,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-18,4,1722,6.27,1,613,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-19,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-2,2,897,4.01,1,897,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-20,3,1158,6.22,0,589,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-21,3,1048,6.87,1,606,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-22,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-23,2,290,12.43,0,290,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-24,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-25,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-26,2,264,13.63,0,264,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-27,3,1235,5.83,1,660,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-28,3,1100,6.55,0,576,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-29,2,755,4.77,1,755,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-3,6,3180,5.66,3,869,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-30,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-31,2,767,4.69,1,767,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-32,2,710,5.07,1,710,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-33,3,1625,4.43,2,832,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-34,4,2099,5.14,2,936,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-35,2,843,4.27,1,843,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-36,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-37,2,670,5.37,1,670,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-38,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-39,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-4,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-40,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-41,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-42,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-43,2,726,4.96,1,726,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-44,3,2028,3.55,2,1297,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-45,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-46,3,1665,4.32,1,1214,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-47,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-48,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-49,2,409,8.80,0,409,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-5,4,1315,8.21,0,568,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-50,4,2379,4.54,3,1021,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-51,4,1521,7.10,1,623,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-52,3,1750,4.11,2,956,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-53,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-54,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-55,2,697,5.16,1,697,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-56,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-57,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-58,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-59,3,1557,4.63,1,992,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-6,2,547,6.58,0,547,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-60,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-61,2,353,10.19,0,353,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-62,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-63,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-64,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-65,2,561,6.42,0,561,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-66,3,1145,6.29,1,757,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-67,3,843,8.54,0,539,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-68,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-69,3,1164,6.19,1,837,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-7,4,1663,6.49,1,814,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-70,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-8,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-2-brief-9,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-0,10,8049,4.03,8,1381,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-1,6,3378,5.33,3,908,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-10,4,2225,4.85,3,854,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-11,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-12,2,1305,2.76,1,1305,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-13,3,1679,4.29,2,863,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-14,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-15,4,1509,7.16,1,759,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-16,4,1560,6.92,1,683,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-17,3,1338,5.38,2,712,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-18,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-19,3,1532,4.70,2,792,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-2,6,3694,4.87,3,1332,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-20,2,816,4.41,1,816,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-21,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-22,3,1259,5.72,1,791,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-23,3,1262,5.71,1,669,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-24,2,714,5.05,1,714,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-25,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-26,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-27,3,1040,6.92,1,759,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-28,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-29,4,2763,3.91,2,1189,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-3,5,2728,5.28,2,981,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-30,2,864,4.17,1,864,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-31,2,450,8.00,0,450,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-32,3,1552,4.64,2,799,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-33,3,1368,5.26,2,686,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-34,2,577,6.24,0,577,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-35,2,593,6.07,0,593,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-36,2,921,3.91,1,921,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-37,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-38,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-39,5,1963,7.34,1,939,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-4,5,2523,5.71,2,728,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-40,4,2197,4.92,2,1142,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-41,2,664,5.42,1,664,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-42,2,853,4.22,1,853,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-43,3,1501,4.80,2,819,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-44,4,1674,6.45,2,700,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-45,4,2611,4.14,2,1313,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-46,2,602,5.98,1,602,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-47,2,911,3.95,1,911,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-48,0,0,0.00,0,0,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-5,2,726,4.96,1,726,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-6,4,2599,4.15,3,944,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-7,6,2962,6.08,3,835,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-8,3,1444,4.99,1,897,+0.00
autocuda/optimize/2026-06-20-20-26-49-qr_v2/worker-3-brief-9,4,1888,5.72,1,865,+0.00
